"Strain","Amoxicillin","Chlorothalonil","Diflufenican","Glyphosate","Imidacloprid","Metaldehyde","Oxytetracycline","Tebuconazole","r_min","r_max","r_mean","c_min","c_max","c_mean","i_min","mean_int","i_max","mean_response","Complexity","id","significant","null_model"
"100",0,0,0,0,0,0,0,0,43.7782294095084,49.6210236351498,46.7768492049913,43.7782294095084,49.6210236351498,46.7768492049913,1,1,1,1,0,"control",FALSE,5
"100",1,0,0,0,0,0,0,0,47.0698603731767,49.3730981606707,48.3573027401181,43.7782294095084,49.6210236351498,46.7768492049913,0.967698426673384,1.03510700294234,1.11098947176852,1.03378708831372,1,"1",FALSE,5
"100",0,1,0,0,0,0,0,0,46.9603839786357,49.3589946389494,47.8622548749979,43.7782294095084,49.6210236351498,46.7768492049913,0.961588410599746,1.02438581137291,1.10886895683777,1.02320390724159,1,"2",FALSE,5
"100",0,0,1,0,0,0,0,0,46.5785960919499,48.6892567320833,47.5033159941337,43.7782294095084,49.6210236351498,46.7768492049913,0.95377069753949,1.01668751871029,1.09475837432334,1.01553047718026,1,"3",FALSE,5
"100",0,0,0,1,0,0,0,0,46.6217111251904,48.7347902762484,47.8188152491668,43.7782294095084,49.6210236351498,46.7768492049913,0.957886612307552,1.02350706168625,1.09770426503638,1.02227525072519,1,"4",FALSE,5
"100",0,0,0,0,1,0,0,0,44.1488032420595,48.105079039569,46.2787879408023,43.7782294095084,49.6210236351498,46.7768492049913,0.907975148286709,0.990645893592048,1.08412011043738,0.989352398191543,1,"5",FALSE,5
"100",0,0,0,0,0,1,0,0,46.8463901974217,48.4964205245265,47.9300821181095,43.7782294095084,49.6210236351498,46.7768492049913,0.9634543852296,1.02563027041468,1.09558702442781,1.02465392459557,1,"6",FALSE,5
"100",0,0,0,0,0,0,1,0,42.7451086375432,46.6200249809263,44.6842800717962,43.7782294095084,49.6210236351498,46.7768492049913,0.87878685104631,0.955834084221699,1.04780694943204,0.955264854970783,1,"7",FALSE,5
"100",0,0,0,0,0,0,0,1,41.8979998372833,47.5235808950704,45.4675764972302,43.7782294095084,49.6210236351498,46.7768492049913,0.86004048920038,0.973243320479185,1.07241772723011,0.972010241604273,1,"8",FALSE,5
"100",1,1,0,0,0,0,0,0,46.3919155378958,48.6057538503035,47.0641133656618,43.7782294095084,49.6210236351498,46.7768492049913,0.836154548237099,0.952866883777431,1.07872042418462,1.00614116097071,2,"12",FALSE,5
"100",1,0,1,0,0,0,0,0,46.997897375234,48.868679821783,47.8136281441487,43.7782294095084,49.6210236351498,46.7768492049913,0.856489002083163,0.975248125612767,1.10339558671871,1.02216436029314,2,"13",FALSE,5
"100",1,0,0,1,0,0,0,0,47.486702480248,49.2443125941126,48.3026010661921,43.7782294095084,49.6210236351498,46.7768492049913,0.862504199175715,0.978200111203521,1.10376067179201,1.03261767064546,2,"14",FALSE,5
"100",1,0,0,0,1,0,0,0,44.3543860148559,48.5508872889105,47.0005694251739,43.7782294095084,49.6210236351498,46.7768492049913,0.841597038567384,0.985278292158552,1.14076904427097,1.0047827124739,2,"15",FALSE,5
"100",1,0,0,0,0,1,0,0,47.2266107616077,50.1674217797847,48.3176049096195,43.7782294095084,49.6210236351498,46.7768492049913,0.860228852093216,0.977813348109334,1.10814944604253,1.03293842425932,2,"16",FALSE,5
"100",1,0,0,0,0,0,1,0,42.5170589877586,46.4146149346933,44.3135272442084,43.7782294095084,49.6210236351498,46.7768492049913,0.83202922330344,0.962152843572544,1.10901824893161,0.947338865215401,2,"17",FALSE,5
"100",1,0,0,0,0,0,0,1,43.5623340422467,47.2959404071903,45.4032201306024,43.7782294095084,49.6210236351498,46.7768492049913,0.819527626204312,0.971527662348001,1.15877694864133,0.970634424982982,2,"18",FALSE,5
"100",0,1,1,0,0,0,0,0,46.4824918675505,48.335977957732,46.9722315608842,43.7782294095084,49.6210236351498,46.7768492049913,0.852174730815523,0.96732066407881,1.08995893161887,1.00417690287425,2,"23",FALSE,5
"100",0,1,0,1,0,0,0,0,46.7227943290644,48.9028225084868,47.6118003291117,43.7782294095084,49.6210236351498,46.7768492049913,0.856789104908606,0.974710030406438,1.10382344210467,1.0178496657708,2,"24",FALSE,5
"100",0,1,0,0,1,0,0,0,45.7018243856594,47.9669813719612,46.9730983256407,43.7782294095084,49.6210236351498,46.7768492049913,0.862001895963366,0.995297554161402,1.14044982345164,1.00419543265493,2,"25",FALSE,5
"100",0,1,0,0,0,1,0,0,46.8165553482136,49.9998691220093,48.0965676761656,43.7782294095084,49.6210236351498,46.7768492049913,0.861384123185252,0.981436360348077,1.10883208014052,1.02821306893482,2,"26",FALSE,5
"100",0,1,0,0,0,0,1,0,44.0787146877826,47.5692067913727,45.1024043562006,43.7782294095084,49.6210236351498,46.7768492049913,0.85581283903552,0.989192903119482,1.13957012524305,0.964203556305111,2,"27",FALSE,5
"100",0,1,0,0,0,0,0,1,42.8569864866528,46.8388139480631,45.4033238383991,43.7782294095084,49.6210236351498,46.7768492049913,0.818748899680664,0.980720787987851,1.17918193864983,0.970636642058276,2,"28",FALSE,5
