"Strain","Amoxicillin","Chlorothalonil","Diflufenican","Glyphosate","Imidacloprid","Metaldehyde","Oxytetracycline","Tebuconazole","r_min","r_max","r_mean","c_min","c_max","c_mean","i_min","mean_int","i_max","mean_response","Complexity","id","significant","null_model"
"100",0,0,0,0,0,0,0,0,43.7782294095084,49.6210236351498,46.7768492049913,43.7782294095084,49.6210236351498,46.7768492049913,1,1,1,1,0,"control",FALSE,3
"100",1,0,0,0,0,0,0,0,47.0698603731767,49.3730981606707,48.3573027401181,43.7782294095084,49.6210236351498,46.7768492049913,0.968050327838878,1.03592497961414,1.11134320735899,1.03378708831372,1,"1",FALSE,3
"100",0,1,0,0,0,0,0,0,46.9603839786357,49.3589946389494,47.8622548749979,43.7782294095084,49.6210236351498,46.7768492049913,0.961926467631129,1.02442800113267,1.10828507457869,1.02320390724159,1,"2",FALSE,3
"100",0,0,1,0,0,0,0,0,46.5785960919499,48.6892567320833,47.5033159941337,43.7782294095084,49.6210236351498,46.7768492049913,0.953257634867639,1.01687494333053,1.09476689056852,1.01553047718026,1,"3",FALSE,3
"100",0,0,0,1,0,0,0,0,46.6217111251904,48.7347902762484,47.8188152491668,43.7782294095084,49.6210236351498,46.7768492049913,0.957886612307552,1.02334591604537,1.09846414455202,1.02227525072519,1,"4",FALSE,3
"100",0,0,0,0,1,0,0,0,44.1488032420595,48.105079039569,46.2787879408023,43.7782294095084,49.6210236351498,46.7768492049913,0.907078409486334,0.989743238570585,1.08280125861492,0.989352398191543,1,"5",FALSE,3
"100",0,0,0,0,0,1,0,0,46.8463901974217,48.4964205245265,47.9300821181095,43.7782294095084,49.6210236351498,46.7768492049913,0.963657228293127,1.02638814570464,1.09460429381925,1.02465392459557,1,"6",FALSE,3
"100",0,0,0,0,0,0,1,0,42.7451086375432,46.6200249809263,44.6842800717962,43.7782294095084,49.6210236351498,46.7768492049913,0.87878685104631,0.95604226709601,1.04733694125037,0.955264854970783,1,"7",FALSE,3
"100",0,0,0,0,0,0,0,1,41.8979998372833,47.5235808950704,45.4675764972302,43.7782294095084,49.6210236351498,46.7768492049913,0.859830768648783,0.972903061562271,1.06971226811088,0.972010241604273,1,"8",FALSE,3
"100",1,1,0,0,0,0,0,0,46.3919155378958,48.6057538503035,47.0641133656618,43.7782294095084,49.6210236351498,46.7768492049913,0.836927124471249,0.951101160210192,1.07728855819761,1.00614116097071,2,"12",FALSE,3
"100",1,0,1,0,0,0,0,0,46.997897375234,48.868679821783,47.8136281441487,43.7782294095084,49.6210236351498,46.7768492049913,0.855523641864763,0.974101806341094,1.10259952935962,1.02216436029314,2,"13",FALSE,3
"100",1,0,0,1,0,0,0,0,47.486702480248,49.2443125941126,48.3026010661921,43.7782294095084,49.6210236351498,46.7768492049913,0.860129365723171,0.976891773983941,1.10385114118021,1.03261767064546,2,"14",FALSE,3
"100",1,0,0,0,1,0,0,0,44.3543860148559,48.5508872889105,47.0005694251739,43.7782294095084,49.6210236351498,46.7768492049913,0.837752519453868,0.984256599544144,1.14294310585401,1.0047827124739,2,"15",FALSE,3
"100",1,0,0,0,0,1,0,0,47.2266107616077,50.1674217797847,48.3176049096195,43.7782294095084,49.6210236351498,46.7768492049913,0.856601234610624,0.97353710323935,1.10432159855456,1.03293842425932,2,"16",FALSE,3
"100",1,0,0,0,0,0,1,0,42.5170589877586,46.4146149346933,44.3135272442084,43.7782294095084,49.6210236351498,46.7768492049913,0.829677143205118,0.959805909305743,1.10332058244542,0.947338865215401,2,"17",FALSE,3
"100",1,0,0,0,0,0,0,1,43.5623340422467,47.2959404071903,45.4032201306024,43.7782294095084,49.6210236351498,46.7768492049913,0.818909100092825,0.968750811491227,1.15360649934993,0.970634424982982,2,"18",FALSE,3
"100",0,1,1,0,0,0,0,0,46.4824918675505,48.335977957732,46.9722315608842,43.7782294095084,49.6210236351498,46.7768492049913,0.851069348177488,0.96844305537357,1.09169582252561,1.00417690287425,2,"23",FALSE,3
"100",0,1,0,1,0,0,0,0,46.7227943290644,48.9028225084868,47.6118003291117,43.7782294095084,49.6210236351498,46.7768492049913,0.858862792009632,0.974797611713296,1.10087510160904,1.0178496657708,2,"24",FALSE,3
"100",0,1,0,0,1,0,0,0,45.7018243856594,47.9669813719612,46.9730983256407,43.7782294095084,49.6210236351498,46.7768492049913,0.860907813650393,0.994448680794682,1.14009466809669,1.00419543265493,2,"25",FALSE,3
"100",0,1,0,0,0,1,0,0,46.8165553482136,49.9998691220093,48.0965676761656,43.7782294095084,49.6210236351498,46.7768492049913,0.858077778179212,0.980501506806988,1.11031793059519,1.02821306893482,2,"26",FALSE,3
"100",0,1,0,0,0,0,1,0,44.0787146877826,47.5692067913727,45.1024043562006,43.7782294095084,49.6210236351498,46.7768492049913,0.852850075651214,0.988166045728977,1.14069278137093,0.964203556305111,2,"27",FALSE,3
"100",0,1,0,0,0,0,0,1,42.8569864866528,46.8388139480631,45.4033238383991,43.7782294095084,49.6210236351498,46.7768492049913,0.821487653498308,0.981692784670134,1.17340609440726,0.970636642058276,2,"28",FALSE,3
"100",0,0,1,1,0,0,0,0,46.9724152247184,48.5725426249261,47.7991590523835,43.7782294095084,49.6210236351498,46.7768492049913,0.866765021472065,0.986274208030462,1.11325714420306,1.02185503865196,2,"34",FALSE,3
"100",0,0,1,0,1,0,0,0,44.0942514123323,47.4056465278779,45.7217253084664,43.7782294095084,49.6210236351498,46.7768492049913,0.839282656410851,0.975332916119775,1.12485427277508,0.977443459436505,2,"35",FALSE,3
"100",0,0,1,0,0,1,0,0,48.1820051043779,48.7719470135106,48.5507089666211,43.7782294095084,49.6210236351498,46.7768492049913,0.882710794713106,0.998307079207688,1.12054658723294,1.03792174530303,2,"36",FALSE,3
