"PlateTrue","Rep","Strain","Amoxicillin","Chlorothalonil","Diflufenican","Glyphosate","Imidacloprid","Metaldehyde","Oxytetracycline","Tebuconazole","Complexity","PlateWell","TruePlateWell","AUC"
13,3,"306",1,0,0,1,0,1,1,0,4,"3B2","13B2",0.133502739105825
3,1,"306",1,0,0,0,0,1,1,1,4,"3B3","3B3",0.267476418051823
8,2,"306",1,0,0,0,0,1,1,1,4,"3B3","8B3",0.183501351408813
13,3,"306",1,0,0,0,0,1,1,1,4,"3B3","13B3",0.164642747801337
3,1,"306",0,1,1,0,1,0,1,0,4,"3B4","3B4",0.0929920969147437
8,2,"306",0,1,1,0,1,0,1,0,4,"3B4","8B4",0.125624067716471
13,3,"306",0,1,1,0,1,0,1,0,4,"3B4","13B4",0.208125753348106
3,1,"306",0,1,0,1,1,0,1,0,4,"3B5","3B5",0.0947039080271714
8,2,"306",0,1,0,1,1,0,1,0,4,"3B5","8B5",0.245681977869417
13,3,"306",0,1,0,1,1,0,1,0,4,"3B5","13B5",0.631969839104976
3,1,"306",0,1,0,0,1,1,0,1,4,"3B6","3B6",12.5619499936967
8,2,"306",0,1,0,0,1,1,0,1,4,"3B6","8B6",13.3205685340152
13,3,"306",0,1,0,0,1,1,0,1,4,"3B6","13B6",13.3410169227166
3,1,"306",0,0,1,1,0,1,1,0,4,"3B7","3B7",0.255989365777785
8,2,"306",0,0,1,1,0,1,1,0,4,"3B7","8B7",0.316940715921125
13,3,"306",0,0,1,1,0,1,1,0,4,"3B7","13B7",0.487426322392349
3,1,"306",0,0,1,0,0,1,1,1,4,"3B8","3B8",0.336594497838571
8,2,"306",0,0,1,0,0,1,1,1,4,"3B8","8B8",0.25681978548899
13,3,"306",0,0,1,0,0,1,1,1,4,"3B8","13B8",0.357307429800248
3,1,"306",1,1,1,1,1,0,0,0,5,"3B9","3B9",11.2428861789974
8,2,"306",1,1,1,1,1,0,0,0,5,"3B9","8B9",11.8280103581231
13,3,"306",1,1,1,1,1,0,0,0,5,"3B9","13B9",10.8783370423082
3,1,"306",1,1,1,0,0,1,1,0,5,"3C10","3C10",0.0725754519772618
8,2,"306",1,1,1,0,0,1,1,0,5,"3C10","8C10",0.045022208383012
13,3,"306",1,1,1,0,0,1,1,0,5,"3C10","13C10",0.0340724540728066
3,1,"306",1,1,0,1,0,1,1,0,5,"3C11","3C11",0.49010083969056
8,2,"306",1,1,0,1,0,1,1,0,5,"3C11","8C11",0.478125848876232
13,3,"306",1,1,0,1,0,1,1,0,5,"3C11","13C11",0.503748299542633
3,1,"306",1,0,0,1,0,1,0,1,4,"3C2","3C2",11.0117413437363
8,2,"306",1,0,0,1,0,1,0,1,4,"3C2","8C2",11.1568971840377
13,3,"306",1,0,0,1,0,1,0,1,4,"3C2","13C2",11.983086086748
3,1,"306",0,1,1,1,1,0,0,0,4,"3C3","3C3",12.3740877346001
8,2,"306",0,1,1,1,1,0,0,0,4,"3C3","8C3",12.8460352622207
13,3,"306",0,1,1,1,1,0,0,0,4,"3C3","13C3",13.2827039183755
3,1,"306",0,1,1,0,1,0,0,1,4,"3C4","3C4",12.1470581318921
8,2,"306",0,1,1,0,1,0,0,1,4,"3C4","8C4",12.906713614067
13,3,"306",0,1,1,0,1,0,0,1,4,"3C4","13C4",13.128652236838
3,1,"306",0,1,0,1,1,0,0,1,4,"3C5","3C5",12.7682304953231
8,2,"306",0,1,0,1,1,0,0,1,4,"3C5","8C5",12.976889454502
13,3,"306",0,1,0,1,1,0,0,1,4,"3C5","13C5",13.2050392588048
3,1,"306",0,1,0,0,1,0,1,1,4,"3C6","3C6",0.391554453809454
8,2,"306",0,1,0,0,1,0,1,1,4,"3C6","8C6",0.311049629941533
13,3,"306",0,1,0,0,1,0,1,1,4,"3C6","13C6",0.445565231073051
3,1,"306",0,0,1,1,0,1,0,1,4,"3C7","3C7",13.248221183409
8,2,"306",0,0,1,1,0,1,0,1,4,"3C7","8C7",13.5251982318294
13,3,"306",0,0,1,1,0,1,0,1,4,"3C7","13C7",13.4143333144739
3,1,"306",0,0,0,1,1,1,1,0,4,"3C8","3C8",0.676811269008083
8,2,"306",0,0,0,1,1,1,1,0,4,"3C8","8C8",0.908497943830493
13,3,"306",0,0,0,1,1,1,1,0,4,"3C8","13C8",0.656737763282583
3,1,"306",1,1,1,1,0,1,0,0,5,"3C9","3C9",11.2201945859606
8,2,"306",1,1,1,1,0,1,0,0,5,"3C9","8C9",11.4119943509005
13,3,"306",1,1,1,1,0,1,0,0,5,"3C9","13C9",11.4909725965131
3,1,"306",1,1,1,0,0,1,0,1,5,"3D10","3D10",11.3075180963605
8,2,"306",1,1,1,0,0,1,0,1,5,"3D10","8D10",11.8260470945762
13,3,"306",1,1,1,0,0,1,0,1,5,"3D10","13D10",11.1325550414298
3,1,"306",1,1,0,1,0,1,0,1,5,"3D11","3D11",11.6850037856067
8,2,"306",1,1,0,1,0,1,0,1,5,"3D11","8D11",12.2842286072111
13,3,"306",1,1,0,1,0,1,0,1,5,"3D11","13D11",12.1105733558678
3,1,"306",1,0,0,1,0,0,1,1,4,"3D2","3D2",0.161329612925498
8,2,"306",1,0,0,1,0,0,1,1,4,"3D2","8D2",0.0880207947501518
13,3,"306",1,0,0,1,0,0,1,1,4,"3D2","13D2",0.226569191817141
3,1,"306",0,1,1,1,0,1,0,0,4,"3D3","3D3",12.1544103237244
8,2,"306",0,1,1,1,0,1,0,0,4,"3D3","8D3",12.4151933788415
13,3,"306",0,1,1,1,0,1,0,0,4,"3D3","13D3",13.0942218274497
3,1,"306",0,1,1,0,0,1,1,0,4,"3D4","3D4",0.107137531190938
8,2,"306",0,1,1,0,0,1,1,0,4,"3D4","8D4",0.630037426448015
13,3,"306",0,1,1,0,0,1,1,0,4,"3D4","13D4",0.239220752033973
3,1,"306",0,1,0,1,0,1,1,0,4,"3D5","3D5",0.132462865124737
8,2,"306",0,1,0,1,0,1,1,0,4,"3D5","8D5",0.112697384221431
13,3,"306",0,1,0,1,0,1,1,0,4,"3D5","13D5",0.060418268039858
3,1,"306",0,1,0,0,0,1,1,1,4,"3D6","3D6",0.297880111998283
8,2,"306",0,1,0,0,0,1,1,1,4,"3D6","8D6",0.607539846404038
13,3,"306",0,1,0,0,0,1,1,1,4,"3D6","13D6",0.303134414972968
3,1,"306",0,0,1,1,0,0,1,1,4,"3D7","3D7",0.306109820325752
8,2,"306",0,0,1,1,0,0,1,1,4,"3D7","8D7",0.737624944510278
13,3,"306",0,0,1,1,0,0,1,1,4,"3D7","13D7",0.275440821514116
3,1,"306",0,0,0,1,1,1,0,1,4,"3D8","3D8",13.2990791755773
8,2,"306",0,0,0,1,1,1,0,1,4,"3D8","8D8",13.985273835305
13,3,"306",0,0,0,1,1,1,0,1,4,"3D8","13D8",13.7236706120444
3,1,"306",1,1,1,1,0,0,1,0,5,"3D9","3D9",0.278348724480637
8,2,"306",1,1,1,1,0,0,1,0,5,"3D9","8D9",0.425828350455676
13,3,"306",1,1,1,1,0,0,1,0,5,"3D9","13D9",0.528607228183552
3,1,"306",1,1,1,0,0,0,1,1,5,"3E10","3E10",0.362340465397764
8,2,"306",1,1,1,0,0,0,1,1,5,"3E10","8E10",0.482375031716736
13,3,"306",1,1,1,0,0,0,1,1,5,"3E10","13E10",0.0170362065311598
3,1,"306",1,1,0,1,0,0,1,1,5,"3E11","3E11",0.256215553193188
8,2,"306",1,1,0,1,0,0,1,1,5,"3E11","8E11",0.687613901432655
13,3,"306",1,1,0,1,0,0,1,1,5,"3E11","13E11",0.439421511352088
3,1,"306",1,0,0,0,1,1,1,0,4,"3E2","3E2",0.104319524919271
8,2,"306",1,0,0,0,1,1,1,0,4,"3E2","8E2",0.0408084260793813
13,3,"306",1,0,0,0,1,1,1,0,4,"3E2","13E2",0.0908851194564821
3,1,"306",0,1,1,1,0,0,1,0,4,"3E3","3E3",0.0879901607223023
8,2,"306",0,1,1,1,0,0,1,0,4,"3E3","8E3",0.0802086151484197
13,3,"306",0,1,1,1,0,0,1,0,4,"3E3","13E3",0.294147704019165
3,1,"306",0,1,1,0,0,1,0,1,4,"3E4","3E4",12.4613996928691
8,2,"306",0,1,1,0,0,1,0,1,4,"3E4","8E4",12.0865297068533
13,3,"306",0,1,1,0,0,1,0,1,4,"3E4","13E4",12.5911092086811
3,1,"306",0,1,0,1,0,1,0,1,4,"3E5","3E5",12.866081654123
8,2,"306",0,1,0,1,0,1,0,1,4,"3E5","8E5",13.3032282405882
13,3,"306",0,1,0,1,0,1,0,1,4,"3E5","13E5",13.279199081172
3,1,"306",0,0,1,1,1,1,0,0,4,"3E6","3E6",13.5310760238727
8,2,"306",0,0,1,1,1,1,0,0,4,"3E6","8E6",13.4947979390787
13,3,"306",0,0,1,1,1,1,0,0,4,"3E6","13E6",13.2877594860281
3,1,"306",0,0,1,0,1,1,1,0,4,"3E7","3E7",0.126457462534786
8,2,"306",0,0,1,0,1,1,1,0,4,"3E7","8E7",0.157700124132719
13,3,"306",0,0,1,0,1,1,1,0,4,"3E7","13E7",0.282104606214061
3,1,"306",0,0,0,1,1,0,1,1,4,"3E8","3E8",0.315239980216753
8,2,"306",0,0,0,1,1,0,1,1,4,"3E8","8E8",0.79689882246851
13,3,"306",0,0,0,1,1,0,1,1,4,"3E8","13E8",0.286012498110179
3,1,"306",1,1,1,1,0,0,0,1,5,"3E9","3E9",11.0653338697119
8,2,"306",1,1,1,1,0,0,0,1,5,"3E9","8E9",11.7734729797957
13,3,"306",1,1,1,1,0,0,0,1,5,"3E9","13E9",11.7848518478731
3,1,"306",1,1,0,1,1,1,0,0,5,"3F10","3F10",11.7000531182782
8,2,"306",1,1,0,1,1,1,0,0,5,"3F10","8F10",11.7664197299956
13,3,"306",1,1,0,1,1,1,0,0,5,"3F10","13F10",10.045774931407
3,1,"306",1,1,0,0,1,1,1,0,5,"3F11","3F11",0.246500993991878
8,2,"306",1,1,0,0,1,1,1,0,5,"3F11","8F11",0.332229367965575
13,3,"306",1,1,0,0,1,1,1,0,5,"3F11","13F11",0.362821588911841
3,1,"306",1,0,0,0,1,1,0,1,4,"3F2","3F2",11.3354669985075
8,2,"306",1,0,0,0,1,1,0,1,4,"3F2","8F2",11.1717594818671
13,3,"306",1,0,0,0,1,1,0,1,4,"3F2","13F2",10.6891659277225
3,1,"306",0,1,1,1,0,0,0,1,4,"3F3","3F3",12.1730749868925
8,2,"306",0,1,1,1,0,0,0,1,4,"3F3","8F3",12.1541175261837
13,3,"306",0,1,1,1,0,0,0,1,4,"3F3","13F3",12.6859171246534
3,1,"306",0,1,1,0,0,0,1,1,4,"3F4","3F4",0.315035613510988
8,2,"306",0,1,1,0,0,0,1,1,4,"3F4","8F4",0.071203605003977
13,3,"306",0,1,1,0,0,0,1,1,4,"3F4","13F4",0.260455212163988
3,1,"306",0,1,0,1,0,0,1,1,4,"3F5","3F5",0.343934660882915
8,2,"306",0,1,0,1,0,0,1,1,4,"3F5","8F5",0.133493612868795
13,3,"306",0,1,0,1,0,0,1,1,4,"3F5","13F5",0.107440943550791
3,1,"306",0,0,1,1,1,0,1,0,4,"3F6","3F6",0.158024691351813
8,2,"306",0,0,1,1,1,0,1,0,4,"3F6","8F6",0.447745874990898
13,3,"306",0,0,1,1,1,0,1,0,4,"3F6","13F6",0.138186794793201
3,1,"306",0,0,1,0,1,1,0,1,4,"3F7","3F7",13.291885908216
8,2,"306",0,0,1,0,1,1,0,1,4,"3F7","8F7",14.0434900409779
13,3,"306",0,0,1,0,1,1,0,1,4,"3F7","13F7",13.9299318203441
3,1,"306",0,0,0,1,0,1,1,1,4,"3F8","3F8",0.356961219694659
8,2,"306",0,0,0,1,0,1,1,1,4,"3F8","8F8",0.201968203540086
13,3,"306",0,0,0,1,0,1,1,1,4,"3F8","13F8",0.226928580566682
3,1,"306",1,1,1,0,1,1,0,0,5,"3F9","3F9",11.1225217960055
8,2,"306",1,1,1,0,1,1,0,0,5,"3F9","8F9",11.3356721368938
13,3,"306",1,1,1,0,1,1,0,0,5,"3F9","13F9",11.4515877270257
3,1,"306",1,1,0,1,1,0,1,0,5,"3G10","3G10",0.145040381772357
8,2,"306",1,1,0,1,1,0,1,0,5,"3G10","8G10",0.297710306903125
13,3,"306",1,1,0,1,1,0,1,0,5,"3G10","13G10",0.0668311830861489
3,1,"306",1,1,0,0,1,1,0,1,5,"3G11","3G11",12.0979402764126
8,2,"306",1,1,0,0,1,1,0,1,5,"3G11","8G11",12.4832672200846
13,3,"306",1,1,0,0,1,1,0,1,5,"3G11","13G11",12.1493036619097
3,1,"306",1,0,0,0,1,0,1,1,4,"3G2","3G2",0.186787730719243
8,2,"306",1,0,0,0,1,0,1,1,4,"3G2","8G2",0.0974036716402237
13,3,"306",1,0,0,0,1,0,1,1,4,"3G2","13G2",0.116529856003418
3,1,"306",0,1,1,0,1,1,0,0,4,"3G3","3G3",12.6588514468527
8,2,"306",0,1,1,0,1,1,0,0,4,"3G3","8G3",12.2658979109217
13,3,"306",0,1,1,0,1,1,0,0,4,"3G3","13G3",13.4382872209926
3,1,"306",0,1,0,1,1,1,0,0,4,"3G4","3G4",13.4251875943399
8,2,"306",0,1,0,1,1,1,0,0,4,"3G4","8G4",12.6357667446707
13,3,"306",0,1,0,1,1,1,0,0,4,"3G4","13G4",13.0309665288546
3,1,"306",0,1,0,0,1,1,1,0,4,"3G5","3G5",0.117780322542149
8,2,"306",0,1,0,0,1,1,1,0,4,"3G5","8G5",0.133241931731333
13,3,"306",0,1,0,0,1,1,1,0,4,"3G5","13G5",0.0384158568945092
3,1,"306",0,0,1,1,1,0,0,1,4,"3G6","3G6",13.6659449331237
8,2,"306",0,0,1,1,1,0,0,1,4,"3G6","8G6",14.2246729314415
13,3,"306",0,0,1,1,1,0,0,1,4,"3G6","13G6",13.7936981028393
3,1,"306",0,0,1,0,1,0,1,1,4,"3G7","3G7",0.276908051823511
8,2,"306",0,0,1,0,1,0,1,1,4,"3G7","8G7",0.563341791332862
13,3,"306",0,0,1,0,1,0,1,1,4,"3G7","13G7",0.167565506780181
3,1,"306",0,0,0,0,1,1,1,1,4,"3G8","3G8",0.216106527181929
8,2,"306",0,0,0,0,1,1,1,1,4,"3G8","8G8",0.029549549398475
13,3,"306",0,0,0,0,1,1,1,1,4,"3G8","13G8",0.375375039895082
3,1,"306",1,1,1,0,1,0,1,0,5,"3G9","3G9",0.110622497653832
8,2,"306",1,1,1,0,1,0,1,0,5,"3G9","8G9",0.187607473852751
13,3,"306",1,1,1,0,1,0,1,0,5,"3G9","13G9",0.0978986823772953
4,1,"306",1,1,0,1,1,1,1,0,6,"4B10","4B10",0.141432459381119
9,2,"306",1,1,0,1,1,1,1,0,6,"4B10","9B10",0.326417012294594
14,3,"306",1,1,0,1,1,1,1,0,6,"4B10","14B10",0.131892644781569
4,1,"306",1,0,1,1,1,1,0,1,6,"4B11","4B11",12.1063339527914
9,2,"306",1,0,1,1,1,1,0,1,6,"4B11","9B11",13.1592347679222
14,3,"306",1,0,1,1,1,1,0,1,6,"4B11","14B11",12.8923896090952
4,1,"306",1,1,0,0,1,0,1,1,5,"4B2","4B2",0.217180394547104
9,2,"306",1,1,0,0,1,0,1,1,5,"4B2","9B2",0.213742014485915
14,3,"306",1,1,0,0,1,0,1,1,5,"4B2","14B2",0.190745071950479
4,1,"306",1,0,1,1,0,1,0,1,5,"4B3","4B3",11.0966580368766
9,2,"306",1,0,1,1,0,1,0,1,5,"4B3","9B3",11.7003410722016
14,3,"306",1,0,1,1,0,1,0,1,5,"4B3","14B3",11.3871343871636
4,1,"306",1,0,0,1,1,1,1,0,5,"4B4","4B4",0.194813952579389
9,2,"306",1,0,0,1,1,1,1,0,5,"4B4","9B4",0.0693197033511839
14,3,"306",1,0,0,1,1,1,1,0,5,"4B4","14B4",0.131051539196608
4,1,"306",0,1,1,1,1,0,1,0,5,"4B5","4B5",0.366661044964614
9,2,"306",0,1,1,1,1,0,1,0,5,"4B5","9B5",0.477863816740421
14,3,"306",0,1,1,1,1,0,1,0,5,"4B5","14B5",0.0523891810117708
4,1,"306",0,1,1,0,1,1,0,1,5,"4B6","4B6",12.7545309697097
9,2,"306",0,1,1,0,1,1,0,1,5,"4B6","9B6",13.4657587826402
14,3,"306",0,1,1,0,1,1,0,1,5,"4B6","14B6",13.4172523196168
4,1,"306",0,1,0,1,0,1,1,1,5,"4B7","4B7",0.142663320982842
9,2,"306",0,1,0,1,0,1,1,1,5,"4B7","9B7",0.234429698129936
14,3,"306",0,1,0,1,0,1,1,1,5,"4B7","14B7",0.171026885799536
4,1,"306",0,0,1,0,1,1,1,1,5,"4B8","4B8",0.238650115786958
9,2,"306",0,0,1,0,1,1,1,1,5,"4B8","9B8",0.155118334205934
14,3,"306",0,0,1,0,1,1,1,1,5,"4B8","14B8",0.15225719933071
4,1,"306",1,1,1,1,0,1,0,1,6,"4B9","4B9",11.7039246477456
9,2,"306",1,1,1,1,0,1,0,1,6,"4B9","9B9",12.0161208528258
14,3,"306",1,1,1,1,0,1,0,1,6,"4B9","14B9",11.8596356858444
4,1,"306",1,1,0,1,1,1,0,1,6,"4C10","4C10",11.3198859245806
9,2,"306",1,1,0,1,1,1,0,1,6,"4C10","9C10",11.9134855143795
14,3,"306",1,1,0,1,1,1,0,1,6,"4C10","14C10",12.3003554486394
4,1,"306",1,0,1,1,1,0,1,1,6,"4C11","4C11",0.363046061899249
9,2,"306",1,0,1,1,1,0,1,1,6,"4C11","9C11",0.659062090419125
14,3,"306",1,0,1,1,1,0,1,1,6,"4C11","14C11",0.470941222077767
4,1,"306",1,1,0,0,0,1,1,1,5,"4C2","4C2",0.159813377600965
9,2,"306",1,1,0,0,0,1,1,1,5,"4C2","9C2",0.148964607699773
14,3,"306",1,1,0,0,0,1,1,1,5,"4C2","14C2",0.142762187977588
4,1,"306",1,0,1,1,0,0,1,1,5,"4C3","4C3",0.110600264242843
9,2,"306",1,0,1,1,0,0,1,1,5,"4C3","9C3",0.197749098961587
14,3,"306",1,0,1,1,0,0,1,1,5,"4C3","14C3",0.106423316157173
4,1,"306",1,0,0,1,1,1,0,1,5,"4C4","4C4",11.1325059090846
9,2,"306",1,0,0,1,1,1,0,1,5,"4C4","9C4",11.662107283175
14,3,"306",1,0,0,1,1,1,0,1,5,"4C4","14C4",11.2566980130294
4,1,"306",0,1,1,1,1,0,0,1,5,"4C5","4C5",12.3963087807127
9,2,"306",0,1,1,1,1,0,0,1,5,"4C5","9C5",12.6547317619931
14,3,"306",0,1,1,1,1,0,0,1,5,"4C5","14C5",13.399014998111
4,1,"306",0,1,1,0,1,0,1,1,5,"4C6","4C6",0.271892163874553
9,2,"306",0,1,1,0,1,0,1,1,5,"4C6","9C6",0.303620347540689
14,3,"306",0,1,1,0,1,0,1,1,5,"4C6","14C6",0.101098930250777
4,1,"306",0,1,0,0,1,1,1,1,5,"4C7","4C7",0.19753895897171
9,2,"306",0,1,0,0,1,1,1,1,5,"4C7","9C7",0.23743768119706
14,3,"306",0,1,0,0,1,1,1,1,5,"4C7","14C7",0.220866212785051
4,1,"306",0,0,0,1,1,1,1,1,5,"4C8","4C8",0.0850225932217856
9,2,"306",0,0,0,1,1,1,1,1,5,"4C8","9C8",0.193230055621023
14,3,"306",0,0,0,1,1,1,1,1,5,"4C8","14C8",0.259563140571609
4,1,"306",1,1,1,1,0,0,1,1,6,"4C9","4C9",0.201234136731828
9,2,"306",1,1,1,1,0,0,1,1,6,"4C9","9C9",0.183806467922178
14,3,"306",1,1,1,1,0,0,1,1,6,"4C9","14C9",0.153178616291583
4,1,"306",1,1,0,1,1,0,1,1,6,"4D10","4D10",0.248134023558927
9,2,"306",1,1,0,1,1,0,1,1,6,"4D10","9D10",0.069798801401227
14,3,"306",1,1,0,1,1,0,1,1,6,"4D10","14D10",0.300177738202641
4,1,"306",1,0,1,1,0,1,1,1,6,"4D11","4D11",0.283871598138646
9,2,"306",1,0,1,1,0,1,1,1,6,"4D11","9D11",0.716877100030127
14,3,"306",1,0,1,1,0,1,1,1,6,"4D11","14D11",0.429733786526784
4,1,"306",1,0,1,1,1,1,0,0,5,"4D2","4D2",11.1666915684283
9,2,"306",1,0,1,1,1,1,0,0,5,"4D2","9D2",11.6111213337207
14,3,"306",1,0,1,1,1,1,0,0,5,"4D2","14D2",11.8458497911162
4,1,"306",1,0,1,0,1,1,1,0,5,"4D3","4D3",0.164017540023364
9,2,"306",1,0,1,0,1,1,1,0,5,"4D3","9D3",0.173108980861089
14,3,"306",1,0,1,0,1,1,1,0,5,"4D3","14D3",0.0981583656859489
4,1,"306",1,0,0,1,1,0,1,1,5,"4D4","4D4",0.328834123946199
9,2,"306",1,0,0,1,1,0,1,1,5,"4D4","9D4",0.192483705484676
14,3,"306",1,0,0,1,1,0,1,1,5,"4D4","14D4",0.215440332924383
4,1,"306",0,1,1,1,0,1,1,0,5,"4D5","4D5",0.10742181929613
9,2,"306",0,1,1,1,0,1,1,0,5,"4D5","9D5",0.355193700351916
14,3,"306",0,1,1,1,0,1,1,0,5,"4D5","14D5",0.193681737950024
4,1,"306",0,1,1,0,0,1,1,1,5,"4D6","4D6",0.289854966378388
9,2,"306",0,1,1,0,0,1,1,1,5,"4D6","9D6",0.166988938738155
14,3,"306",0,1,1,0,0,1,1,1,5,"4D6","14D6",0.301815510903864
4,1,"306",0,0,1,1,1,1,1,0,5,"4D7","4D7",0.668507247462073
9,2,"306",0,0,1,1,1,1,1,0,5,"4D7","9D7",0.949388673688753
14,3,"306",0,0,1,1,1,1,1,0,5,"4D7","14D7",0.41869132653549
4,1,"306",1,1,1,1,1,1,0,0,6,"4D8","4D8",10.9998657034447
9,2,"306",1,1,1,1,1,1,0,0,6,"4D8","9D8",11.4523512047889
14,3,"306",1,1,1,1,1,1,0,0,6,"4D8","14D8",11.8254763868156
4,1,"306",1,1,1,0,1,1,1,0,6,"4D9","4D9",0.0610162087045394
9,2,"306",1,1,1,0,1,1,1,0,6,"4D9","9D9",0.644764610978438
14,3,"306",1,1,1,0,1,1,1,0,6,"4D9","14D9",0.273427831367808
4,1,"306",1,1,0,1,0,1,1,1,6,"4E10","4E10",0.367940224598215
9,2,"306",1,1,0,1,0,1,1,1,6,"4E10","9E10",0.68352308831402
14,3,"306",1,1,0,1,0,1,1,1,6,"4E10","14E10",0.0768843006324067
4,1,"306",1,0,1,0,1,1,1,1,6,"4E11","4E11",0.409898300474222
9,2,"306",1,0,1,0,1,1,1,1,6,"4E11","9E11",0.684227829061001
14,3,"306",1,0,1,0,1,1,1,1,6,"4E11","14E11",0.528731245951931
4,1,"306",1,0,1,1,1,0,1,0,5,"4E2","4E2",0.234908663156843
9,2,"306",1,0,1,1,1,0,1,0,5,"4E2","9E2",0.10277279255613
14,3,"306",1,0,1,1,1,0,1,0,5,"4E2","14E2",0.129911919182419
4,1,"306",1,0,1,0,1,1,0,1,5,"4E3","4E3",10.8114313504872
9,2,"306",1,0,1,0,1,1,0,1,5,"4E3","9E3",11.2511014322136
14,3,"306",1,0,1,0,1,1,0,1,5,"4E3","14E3",11.5142304535744
4,1,"306",1,0,0,1,0,1,1,1,5,"4E4","4E4",0.24532865493948
9,2,"306",1,0,0,1,0,1,1,1,5,"4E4","9E4",0.221304491964592
14,3,"306",1,0,0,1,0,1,1,1,5,"4E4","14E4",0.161492023319283
4,1,"306",0,1,1,1,0,1,0,1,5,"4E5","4E5",12.9792021806252
9,2,"306",0,1,1,1,0,1,0,1,5,"4E5","9E5",13.2143319913338
14,3,"306",0,1,1,1,0,1,0,1,5,"4E5","14E5",13.811221291646
4,1,"306",0,1,0,1,1,1,1,0,5,"4E6","4E6",0.304800183371734
9,2,"306",0,1,0,1,1,1,1,0,5,"4E6","9E6",0.432214262884993
14,3,"306",0,1,0,1,1,1,1,0,5,"4E6","14E6",0.108473680648585
4,1,"306",0,0,1,1,1,1,0,1,5,"4E7","4E7",13.8293023434188
9,2,"306",0,0,1,1,1,1,0,1,5,"4E7","9E7",13.9885594254434
14,3,"306",0,0,1,1,1,1,0,1,5,"4E7","14E7",14.4141255412125
4,1,"306",1,1,1,1,1,0,1,0,6,"4E8","4E8",0.498373539042919
9,2,"306",1,1,1,1,1,0,1,0,6,"4E8","9E8",0.482493585772066
14,3,"306",1,1,1,1,1,0,1,0,6,"4E8","14E8",0.320701060694196
4,1,"306",1,1,1,0,1,1,0,1,6,"4E9","4E9",11.2924281221225
9,2,"306",1,1,1,0,1,1,0,1,6,"4E9","9E9",11.3721014090848
14,3,"306",1,1,1,0,1,1,0,1,6,"4E9","14E9",12.4974008834938
4,1,"306",1,1,0,0,1,1,1,1,6,"4F10","4F10",0.35348970830476
9,2,"306",1,1,0,0,1,1,1,1,6,"4F10","9F10",0.547435868538787
14,3,"306",1,1,0,0,1,1,1,1,6,"4F10","14F10",0.166188168833165
4,1,"306",1,0,0,1,1,1,1,1,6,"4F11","4F11",0.421695372847178
9,2,"306",1,0,0,1,1,1,1,1,6,"4F11","9F11",0.695681650112774
14,3,"306",1,0,0,1,1,1,1,1,6,"4F11","14F11",0.536966582208015
4,1,"306",1,0,1,1,1,0,0,1,5,"4F2","4F2",11.6288517668993
9,2,"306",1,0,1,1,1,0,0,1,5,"4F2","9F2",11.2542340429407
14,3,"306",1,0,1,1,1,0,0,1,5,"4F2","14F2",11.107311182193
4,1,"306",1,0,1,0,1,0,1,1,5,"4F3","4F3",0.194325484787887
9,2,"306",1,0,1,0,1,0,1,1,5,"4F3","9F3",0.277066299004457
14,3,"306",1,0,1,0,1,0,1,1,5,"4F3","14F3",0.124025655852428
4,1,"306",1,0,0,0,1,1,1,1,5,"4F4","4F4",0.122413118073253
9,2,"306",1,0,0,0,1,1,1,1,5,"4F4","9F4",0.167789607272479
14,3,"306",1,0,0,0,1,1,1,1,5,"4F4","14F4",0.143744625281736
4,1,"306",0,1,1,1,0,0,1,1,5,"4F5","4F5",0.225276968521931
9,2,"306",0,1,1,1,0,0,1,1,5,"4F5","9F5",0.119615391198808
14,3,"306",0,1,1,1,0,0,1,1,5,"4F5","14F5",0.209280525371661
4,1,"306",0,1,0,1,1,1,0,1,5,"4F6","4F6",12.8733381477191
9,2,"306",0,1,0,1,1,1,0,1,5,"4F6","9F6",13.2913609198607
14,3,"306",0,1,0,1,1,1,0,1,5,"4F6","14F6",13.2889738074471
4,1,"306",0,0,1,1,1,0,1,1,5,"4F7","4F7",0.176123668038101
9,2,"306",0,0,1,1,1,0,1,1,5,"4F7","9F7",0.261735956001163
14,3,"306",0,0,1,1,1,0,1,1,5,"4F7","14F7",0.224161127214237
4,1,"306",1,1,1,1,1,0,0,1,6,"4F8","4F8",11.0987864583858
9,2,"306",1,1,1,1,1,0,0,1,6,"4F8","9F8",12.0890260753908
14,3,"306",1,1,1,1,1,0,0,1,6,"4F8","14F8",11.7417580751922
4,1,"306",1,1,1,0,1,0,1,1,6,"4F9","4F9",0.320877080452776
9,2,"306",1,1,1,0,1,0,1,1,6,"4F9","9F9",0.442447710417003
14,3,"306",1,1,1,0,1,0,1,1,6,"4F9","14F9",0.57885852768604
4,1,"306",1,0,1,1,1,1,1,0,6,"4G10","4G10",0.270520039305175
9,2,"306",1,0,1,1,1,1,1,0,6,"4G10","9G10",0.401637095858661
14,3,"306",1,0,1,1,1,1,1,0,6,"4G10","14G10",0.0778791674349752
4,1,"306",0,1,1,1,1,1,1,0,6,"4G11","4G11",0.387024504930054
9,2,"306",0,1,1,1,1,1,1,0,6,"4G11","9G11",0.652551806025898
14,3,"306",0,1,1,1,1,1,1,0,6,"4G11","14G11",0.599499802408959
4,1,"306",1,0,1,1,0,1,1,0,5,"4G2","4G2",0.13792846998476
9,2,"306",1,0,1,1,0,1,1,0,5,"4G2","9G2",0.117865654584956
