"PlateTrue","Rep","Strain","Amoxicillin","Chlorothalonil","Diflufenican","Glyphosate","Imidacloprid","Metaldehyde","Oxytetracycline","Tebuconazole","Complexity","PlateWell","TruePlateWell","AUC"
6,2,"487",0,1,0,0,0,0,1,0,2,"1C5","6C5",22.374576877551
11,3,"487",0,1,0,0,0,0,1,0,2,"1C5","11C5",21.5569694875851
16,4,"487",0,1,0,0,0,0,1,0,2,"1C5","16C5",19.6913694459486
1,1,"487",0,0,1,0,0,0,0,1,2,"1C6","1C6",61.5368754462261
6,2,"487",0,0,1,0,0,0,0,1,2,"1C6","6C6",62.8625492631397
11,3,"487",0,0,1,0,0,0,0,1,2,"1C6","11C6",60.9275005958516
16,4,"487",0,0,1,0,0,0,0,1,2,"1C6","16C6",61.7544659826898
1,1,"487",0,0,0,0,1,0,1,0,2,"1C7","1C7",10.6257219190292
6,2,"487",0,0,0,0,1,0,1,0,2,"1C7","6C7",10.9313148319285
11,3,"487",0,0,0,0,1,0,1,0,2,"1C7","11C7",9.92981991663062
16,4,"487",0,0,0,0,1,0,1,0,2,"1C7","16C7",9.83187920349017
1,1,"487",1,1,0,1,0,0,0,0,3,"1C8","1C8",61.6160907492429
6,2,"487",1,1,0,1,0,0,0,0,3,"1C8","6C8",62.7848598612537
11,3,"487",1,1,0,1,0,0,0,0,3,"1C8","11C8",60.9301741999335
16,4,"487",1,1,0,1,0,0,0,0,3,"1C8","16C8",61.2128284142592
1,1,"487",1,0,1,0,1,0,0,0,3,"1C9","1C9",62.690687171743
6,2,"487",1,0,1,0,1,0,0,0,3,"1C9","6C9",62.2586535137767
11,3,"487",1,0,1,0,1,0,0,0,3,"1C9","11C9",61.2306164153702
16,4,"487",1,0,1,0,1,0,0,0,3,"1C9","16C9",65.4060178002955
1,1,"487",1,0,0,1,0,0,0,1,3,"1D10","1D10",64.189600267826
6,2,"487",1,0,0,1,0,0,0,1,3,"1D10","6D10",63.0879271578806
11,3,"487",1,0,0,1,0,0,0,1,3,"1D10","11D10",61.3140139535553
16,4,"487",1,0,0,1,0,0,0,1,3,"1D10","16D10",62.7617748460341
1,1,"487",1,0,0,0,0,0,1,1,3,"1D11","1D11",22.6471248481871
6,2,"487",1,0,0,0,0,0,1,1,3,"1D11","6D11",22.1574197763346
11,3,"487",1,0,0,0,0,0,1,1,3,"1D11","11D11",21.7149622740361
16,4,"487",1,0,0,0,0,0,1,1,3,"1D11","16D11",19.4390441386085
1,1,"487",0,0,1,0,0,0,0,0,1,"1D2","1D2",60.5755889070304
6,2,"487",0,0,1,0,0,0,0,0,1,"1D2","6D2",61.7562319196709
11,3,"487",0,0,1,0,0,0,0,0,1,"1D2","11D2",61.0314198478021
16,4,"487",0,0,1,0,0,0,0,0,1,"1D2","16D2",62.138774534135
1,1,"487",1,1,0,0,0,0,0,0,2,"1D3","1D3",61.4644369244934
6,2,"487",1,1,0,0,0,0,0,0,2,"1D3","6D3",60.5835036165939
11,3,"487",1,1,0,0,0,0,0,0,2,"1D3","11D3",60.0920154309337
16,4,"487",1,1,0,0,0,0,0,0,2,"1D3","16D3",59.881812346014
1,1,"487",1,0,0,0,0,0,0,1,2,"1D4","1D4",61.5316989472316
6,2,"487",1,0,0,0,0,0,0,1,2,"1D4","6D4",61.1082035797239
11,3,"487",1,0,0,0,0,0,0,1,2,"1D4","11D4",61.0295747001098
16,4,"487",1,0,0,0,0,0,0,1,2,"1D4","16D4",60.9948678049021
1,1,"487",0,1,0,0,0,0,0,1,2,"1D5","1D5",62.4874884606162
6,2,"487",0,1,0,0,0,0,0,1,2,"1D5","6D5",61.7905439651238
11,3,"487",0,1,0,0,0,0,0,1,2,"1D5","11D5",60.7367518169369
16,4,"487",0,1,0,0,0,0,0,1,2,"1D5","16D5",61.6514465953798
1,1,"487",0,0,0,1,1,0,0,0,2,"1D6","1D6",62.6983771014313
6,2,"487",0,0,0,1,1,0,0,0,2,"1D6","6D6",61.5417525986957
11,3,"487",0,0,0,1,1,0,0,0,2,"1D6","11D6",61.6249485750594
16,4,"487",0,0,0,1,1,0,0,0,2,"1D6","16D6",61.0230285573068
1,1,"487",0,0,0,0,1,0,0,1,2,"1D7","1D7",63.8362557975833
6,2,"487",0,0,0,0,1,0,0,1,2,"1D7","6D7",62.796250696832
11,3,"487",0,0,0,0,1,0,0,1,2,"1D7","11D7",63.0073110384186
16,4,"487",0,0,0,0,1,0,0,1,2,"1D7","16D7",62.5513008926072
1,1,"487",1,1,0,0,1,0,0,0,3,"1D8","1D8",61.975658114176
6,2,"487",1,1,0,0,1,0,0,0,3,"1D8","6D8",62.038918191583
11,3,"487",1,1,0,0,1,0,0,0,3,"1D8","11D8",61.3219385243508
16,4,"487",1,1,0,0,1,0,0,0,3,"1D8","16D8",61.1907229781956
1,1,"487",1,0,1,0,0,1,0,0,3,"1D9","1D9",62.7822152937449
6,2,"487",1,0,1,0,0,1,0,0,3,"1D9","6D9",62.7420733189747
11,3,"487",1,0,1,0,0,1,0,0,3,"1D9","11D9",61.6872084209816
16,4,"487",1,0,1,0,0,1,0,0,3,"1D9","16D9",65.9068105503441
1,1,"487",1,0,0,0,1,1,0,0,3,"1E10","1E10",63.4680253833551
6,2,"487",1,0,0,0,1,1,0,0,3,"1E10","6E10",62.8227033426163
11,3,"487",1,0,0,0,1,1,0,0,3,"1E10","11E10",62.6142150571351
16,4,"487",1,0,0,0,1,1,0,0,3,"1E10","16E10",61.9070125505585
1,1,"487",0,1,1,1,0,0,0,0,3,"1E11","1E11",63.6945088038087
6,2,"487",0,1,1,1,0,0,0,0,3,"1E11","6E11",63.966633411317
11,3,"487",0,1,1,1,0,0,0,0,3,"1E11","11E11",63.0383423078749
16,4,"487",0,1,1,1,0,0,0,0,3,"1E11","16E11",63.0716596198877
1,1,"487",0,0,0,1,0,0,0,0,1,"1E2","1E2",62.4987568446763
6,2,"487",0,0,0,1,0,0,0,0,1,"1E2","6E2",61.8215081614424
11,3,"487",0,0,0,1,0,0,0,0,1,"1E2","11E2",61.6266930900279
16,4,"487",0,0,0,1,0,0,0,0,1,"1E2","16E2",61.7635488584484
1,1,"487",1,0,1,0,0,0,0,0,2,"1E3","1E3",62.9186195132198
6,2,"487",1,0,1,0,0,0,0,0,2,"1E3","6E3",60.9815443132377
11,3,"487",1,0,1,0,0,0,0,0,2,"1E3","11E3",61.2343815530078
16,4,"487",1,0,1,0,0,0,0,0,2,"1E3","16E3",61.1126412082442
1,1,"487",0,1,1,0,0,0,0,0,2,"1E4","1E4",62.2298134597908
6,2,"487",0,1,1,0,0,0,0,0,2,"1E4","6E4",61.5555953764013
11,3,"487",0,1,1,0,0,0,0,0,2,"1E4","11E4",60.8152153672215
16,4,"487",0,1,1,0,0,0,0,0,2,"1E4","16E4",61.4884161395721
1,1,"487",0,0,1,1,0,0,0,0,2,"1E5","1E5",62.8520515545059
6,2,"487",0,0,1,1,0,0,0,0,2,"1E5","6E5",62.0915759270452
11,3,"487",0,0,1,1,0,0,0,0,2,"1E5","11E5",61.5003465641904
16,4,"487",0,0,1,1,0,0,0,0,2,"1E5","16E5",61.1672603964476
1,1,"487",0,0,0,1,0,1,0,0,2,"1E6","1E6",63.8179349733238
6,2,"487",0,0,0,1,0,1,0,0,2,"1E6","6E6",62.1404619857712
11,3,"487",0,0,0,1,0,1,0,0,2,"1E6","11E6",62.3540969267003
16,4,"487",0,0,0,1,0,1,0,0,2,"1E6","16E6",61.3248351820929
1,1,"487",0,0,0,0,0,1,1,0,2,"1E7","1E7",8.26963394579891
6,2,"487",0,0,0,0,0,1,1,0,2,"1E7","6E7",6.02601790040217
11,3,"487",0,0,0,0,0,1,1,0,2,"1E7","11E7",5.9825006427003
16,4,"487",0,0,0,0,0,1,1,0,2,"1E7","16E7",4.40075360898981
1,1,"487",1,1,0,0,0,1,0,0,3,"1E8","1E8",63.0181136249848
6,2,"487",1,1,0,0,0,1,0,0,3,"1E8","6E8",62.6229956159929
11,3,"487",1,1,0,0,0,1,0,0,3,"1E8","11E8",61.8013828945088
16,4,"487",1,1,0,0,0,1,0,0,3,"1E8","16E8",62.2529731839808
1,1,"487",1,0,1,0,0,0,1,0,3,"1E9","1E9",11.0573155821799
6,2,"487",1,0,1,0,0,0,1,0,3,"1E9","6E9",9.00395989360157
11,3,"487",1,0,1,0,0,0,1,0,3,"1E9","11E9",8.46053066840225
16,4,"487",1,0,1,0,0,0,1,0,3,"1E9","16E9",9.5092317951547
1,1,"487",1,0,0,0,1,0,1,0,3,"1F10","1F10",31.4786508321777
6,2,"487",1,0,0,0,1,0,1,0,3,"1F10","6F10",30.8142994638804
11,3,"487",1,0,0,0,1,0,1,0,3,"1F10","11F10",30.8270804818785
16,4,"487",1,0,0,0,1,0,1,0,3,"1F10","16F10",30.1789782803
1,1,"487",0,1,1,0,1,0,0,0,3,"1F11","1F11",64.1520299563322
6,2,"487",0,1,1,0,1,0,0,0,3,"1F11","6F11",64.3334207735948
11,3,"487",0,1,1,0,1,0,0,0,3,"1F11","11F11",63.3333791275343
16,4,"487",0,1,1,0,1,0,0,0,3,"1F11","16F11",63.7659976487879
1,1,"487",0,0,0,0,1,0,0,0,1,"1F2","1F2",62.699186336871
6,2,"487",0,0,0,0,1,0,0,0,1,"1F2","6F2",62.3294079241302
11,3,"487",0,0,0,0,1,0,0,0,1,"1F2","11F2",61.8028918114791
16,4,"487",0,0,0,0,1,0,0,0,1,"1F2","16F2",62.5612280712861
1,1,"487",1,0,0,1,0,0,0,0,2,"1F3","1F3",63.3056298243104
6,2,"487",1,0,0,1,0,0,0,0,2,"1F3","6F3",62.1162347982519
11,3,"487",1,0,0,1,0,0,0,0,2,"1F3","11F3",62.1790499684145
16,4,"487",1,0,0,1,0,0,0,0,2,"1F3","16F3",62.0903390000437
1,1,"487",0,1,0,1,0,0,0,0,2,"1F4","1F4",62.5087723606804
6,2,"487",0,1,0,1,0,0,0,0,2,"1F4","6F4",62.057930569883
11,3,"487",0,1,0,1,0,0,0,0,2,"1F4","11F4",61.7728721998444
16,4,"487",0,1,0,1,0,0,0,0,2,"1F4","16F4",61.4395443614068
1,1,"487",0,0,1,0,1,0,0,0,2,"1F5","1F5",62.458086123519
6,2,"487",0,0,1,0,1,0,0,0,2,"1F5","6F5",62.2513789403823
11,3,"487",0,0,1,0,1,0,0,0,2,"1F5","11F5",62.4331303288008
16,4,"487",0,0,1,0,1,0,0,0,2,"1F5","16F5",61.5159432091439
1,1,"487",0,0,0,1,0,0,1,0,2,"1F6","1F6",10.3946824688492
6,2,"487",0,0,0,1,0,0,1,0,2,"1F6","6F6",8.31599333594966
11,3,"487",0,0,0,1,0,0,1,0,2,"1F6","11F6",8.4681907532673
16,4,"487",0,0,0,1,0,0,1,0,2,"1F6","16F6",9.31960337251606
1,1,"487",0,0,0,0,0,1,0,1,2,"1F7","1F7",64.6167632531141
6,2,"487",0,0,0,0,0,1,0,1,2,"1F7","6F7",63.6494626183117
11,3,"487",0,0,0,0,0,1,0,1,2,"1F7","11F7",62.8965293683353
16,4,"487",0,0,0,0,0,1,0,1,2,"1F7","16F7",64.3995248594969
1,1,"487",1,1,0,0,0,0,1,0,3,"1F8","1F8",16.2404624833192
6,2,"487",1,1,0,0,0,0,1,0,3,"1F8","6F8",15.716241461408
11,3,"487",1,1,0,0,0,0,1,0,3,"1F8","11F8",14.7884185404639
16,4,"487",1,1,0,0,0,0,1,0,3,"1F8","16F8",14.3117059998965
1,1,"487",1,0,1,0,0,0,0,1,3,"1F9","1F9",65.8171971664956
6,2,"487",1,0,1,0,0,0,0,1,3,"1F9","6F9",64.1311060633654
11,3,"487",1,0,1,0,0,0,0,1,3,"1F9","11F9",62.97899575938
16,4,"487",1,0,1,0,0,0,0,1,3,"1F9","16F9",68.12913786189
1,1,"487",1,0,0,0,1,0,0,1,3,"1G10","1G10",67.0341895885076
6,2,"487",1,0,0,0,1,0,0,1,3,"1G10","6G10",64.7262627496562
11,3,"487",1,0,0,0,1,0,0,1,3,"1G10","11G10",63.0853012033792
16,4,"487",1,0,0,0,1,0,0,1,3,"1G10","16G10",64.0016923732686
1,1,"487",0,1,1,0,0,1,0,0,3,"1G11","1G11",64.4964250945016
6,2,"487",0,1,1,0,0,1,0,0,3,"1G11","6G11",64.1360413264296
11,3,"487",0,1,1,0,0,1,0,0,3,"1G11","11G11",63.3758049801214
16,4,"487",0,1,1,0,0,1,0,0,3,"1G11","16G11",63.2525261563083
1,1,"487",0,0,0,0,0,1,0,0,1,"1G2","1G2",62.879674328483
6,2,"487",0,0,0,0,0,1,0,0,1,"1G2","6G2",63.0785960711712
11,3,"487",0,0,0,0,0,1,0,0,1,"1G2","11G2",63.2678796298035
16,4,"487",0,0,0,0,0,1,0,0,1,"1G2","16G2",62.4668605383963
1,1,"487",1,0,0,0,1,0,0,0,2,"1G3","1G3",63.0435369390064
6,2,"487",1,0,0,0,1,0,0,0,2,"1G3","6G3",63.1479008665131
11,3,"487",1,0,0,0,1,0,0,0,2,"1G3","11G3",62.8547522685529
16,4,"487",1,0,0,0,1,0,0,0,2,"1G3","16G3",62.1259599032649
1,1,"487",0,1,0,0,1,0,0,0,2,"1G4","1G4",63.688695482915
6,2,"487",0,1,0,0,1,0,0,0,2,"1G4","6G4",62.8809483318444
11,3,"487",0,1,0,0,1,0,0,0,2,"1G4","11G4",62.9997410154574
16,4,"487",0,1,0,0,1,0,0,0,2,"1G4","16G4",61.7214877161207
1,1,"487",0,0,1,0,0,1,0,0,2,"1G5","1G5",63.2397827880322
6,2,"487",0,0,1,0,0,1,0,0,2,"1G5","6G5",63.0035861929356
11,3,"487",0,0,1,0,0,1,0,0,2,"1G5","11G5",62.7318524334566
16,4,"487",0,0,1,0,0,1,0,0,2,"1G5","16G5",61.5491516095519
1,1,"487",0,0,0,1,0,0,0,1,2,"1G6","1G6",64.5577518016926
6,2,"487",0,0,0,1,0,0,0,1,2,"1G6","6G6",63.5728295135496
11,3,"487",0,0,0,1,0,0,0,1,2,"1G6","11G6",62.8848042285201
16,4,"487",0,0,0,1,0,0,0,1,2,"1G6","16G6",64.0673416733757
1,1,"487",0,0,0,0,0,0,1,1,2,"1G7","1G7",30.3483806506192
6,2,"487",0,0,0,0,0,0,1,1,2,"1G7","6G7",28.4998012113082
11,3,"487",0,0,0,0,0,0,1,1,2,"1G7","11G7",27.7037403997374
16,4,"487",0,0,0,0,0,0,1,1,2,"1G7","16G7",27.0696404078984
1,1,"487",1,1,0,0,0,0,0,1,3,"1G8","1G8",64.179324437837
6,2,"487",1,1,0,0,0,0,0,1,3,"1G8","6G8",65.1946403070993
11,3,"487",1,1,0,0,0,0,0,1,3,"1G8","11G8",63.3278274349734
16,4,"487",1,1,0,0,0,0,0,1,3,"1G8","16G8",63.6563337687391
1,1,"487",1,0,0,1,1,0,0,0,3,"1G9","1G9",64.4959112547008
6,2,"487",1,0,0,1,1,0,0,0,3,"1G9","6G9",65.0110834378313
11,3,"487",1,0,0,1,1,0,0,0,3,"1G9","11G9",63.460835748036
16,4,"487",1,0,0,1,1,0,0,0,3,"1G9","16G9",68.1420343798075
2,1,"487",1,0,1,1,0,1,0,0,4,"2B10","2B10",61.5406969063266
7,2,"487",1,0,1,1,0,1,0,0,4,"2B10","7B10",62.0504580477646
12,3,"487",1,0,1,1,0,1,0,0,4,"2B10","12B10",61.8479527132403
17,4,"487",1,0,1,1,0,1,0,0,4,"2B10","17B10",62.326050531796
2,1,"487",1,0,1,0,0,1,1,0,4,"2B11","2B11",2.3594213622569
7,2,"487",1,0,1,0,0,1,1,0,4,"2B11","7B11",2.50690542535706
12,3,"487",1,0,1,0,0,1,1,0,4,"2B11","12B11",2.21661042148201
17,4,"487",1,0,1,0,0,1,1,0,4,"2B11","17B11",2.10816352928858
2,1,"487",0,1,1,0,0,0,1,0,3,"2B2","2B2",4.19010610603145
7,2,"487",0,1,1,0,0,0,1,0,3,"2B2","7B2",4.12750354921902
12,3,"487",0,1,1,0,0,0,1,0,3,"2B2","12B2",13.1023796375779
17,4,"487",0,1,1,0,0,0,1,0,3,"2B2","17B2",4.45306847424156
2,1,"487",0,1,0,0,1,1,0,0,3,"2B3","2B3",61.0686670758027
7,2,"487",0,1,0,0,1,1,0,0,3,"2B3","7B3",60.5909208477775
12,3,"487",0,1,0,0,1,1,0,0,3,"2B3","12B3",60.3013073082189
17,4,"487",0,1,0,0,1,1,0,0,3,"2B3","17B3",61.0388097428925
2,1,"487",0,0,1,1,1,0,0,0,3,"2B4","2B4",60.9010586251054
7,2,"487",0,0,1,1,1,0,0,0,3,"2B4","7B4",60.1940431250347
12,3,"487",0,0,1,1,1,0,0,0,3,"2B4","12B4",60.1138391122323
17,4,"487",0,0,1,1,1,0,0,0,3,"2B4","17B4",60.9652452465399
2,1,"487",0,0,1,0,1,0,0,1,3,"2B5","2B5",61.1068110809597
7,2,"487",0,0,1,0,1,0,0,1,3,"2B5","7B5",61.239853507163
12,3,"487",0,0,1,0,1,0,0,1,3,"2B5","12B5",60.0967761518623
17,4,"487",0,0,1,0,1,0,0,1,3,"2B5","17B5",61.977003613867
2,1,"487",0,0,0,1,1,0,0,1,3,"2B6","2B6",62.2574683014046
7,2,"487",0,0,0,1,1,0,0,1,3,"2B6","7B6",62.4222277323732
12,3,"487",0,0,0,1,1,0,0,1,3,"2B6","12B6",62.0741507519767
17,4,"487",0,0,0,1,1,0,0,1,3,"2B6","17B6",62.0790307095205
2,1,"487",0,0,0,0,1,0,1,1,3,"2B7","2B7",31.5257752538091
7,2,"487",0,0,0,0,1,0,1,1,3,"2B7","7B7",30.3234360861229
12,3,"487",0,0,0,0,1,0,1,1,3,"2B7","12B7",29.7551457330063
17,4,"487",0,0,0,0,1,0,1,1,3,"2B7","17B7",29.6917428629484
2,1,"487",1,1,1,0,0,0,0,1,4,"2B8","2B8",62.1831584298276
7,2,"487",1,1,1,0,0,0,0,1,4,"2B8","7B8",61.5024821230905
12,3,"487",1,1,1,0,0,0,0,1,4,"2B8","12B8",61.4690304191729
17,4,"487",1,1,1,0,0,0,0,1,4,"2B8","17B8",62.1204883439793
2,1,"487",1,1,0,0,1,0,1,0,4,"2B9","2B9",22.4661917493917
7,2,"487",1,1,0,0,1,0,1,0,4,"2B9","7B9",21.2779468723029
12,3,"487",1,1,0,0,1,0,1,0,4,"2B9","12B9",21.6005800119841
17,4,"487",1,1,0,0,1,0,1,0,4,"2B9","17B9",23.3350567298715
2,1,"487",1,0,1,1,0,0,1,0,4,"2C10","2C10",9.14975963254443
7,2,"487",1,0,1,1,0,0,1,0,4,"2C10","7C10",9.33973646484023
12,3,"487",1,0,1,1,0,0,1,0,4,"2C10","12C10",8.17041519585414
17,4,"487",1,0,1,1,0,0,1,0,4,"2C10","17C10",7.99695117061582
2,1,"487",1,0,1,0,0,1,0,1,4,"2C11","2C11",62.1131907899004
7,2,"487",1,0,1,0,0,1,0,1,4,"2C11","7C11",61.091561875895
12,3,"487",1,0,1,0,0,1,0,1,4,"2C11","12C11",61.4153513842793
17,4,"487",1,0,1,0,0,1,0,1,4,"2C11","17C11",62.264757683071
2,1,"487",0,1,1,0,0,0,0,1,3,"2C2","2C2",62.3199496792541
7,2,"487",0,1,1,0,0,0,0,1,3,"2C2","7C2",61.4327831549832
12,3,"487",0,1,1,0,0,0,0,1,3,"2C2","12C2",61.3700035764952
17,4,"487",0,1,1,0,0,0,0,1,3,"2C2","17C2",62.0775958835012
2,1,"487",0,1,0,0,1,0,1,0,3,"2C3","2C3",40.3856017631506
7,2,"487",0,1,0,0,1,0,1,0,3,"2C3","7C3",41.0510517138077
12,3,"487",0,1,0,0,1,0,1,0,3,"2C3","12C3",39.3379122725737
17,4,"487",0,1,0,0,1,0,1,0,3,"2C3","17C3",39.2493081206527
2,1,"487",0,0,1,1,0,1,0,0,3,"2C4","2C4",60.9363727365574
7,2,"487",0,0,1,1,0,1,0,0,3,"2C4","7C4",60.3819926877384
12,3,"487",0,0,1,1,0,1,0,0,3,"2C4","12C4",59.6509697202007
17,4,"487",0,0,1,1,0,1,0,0,3,"2C4","17C4",61.248644095972
2,1,"487",0,0,1,0,0,1,1,0,3,"2C5","2C5",6.32797209793355
7,2,"487",0,0,1,0,0,1,1,0,3,"2C5","7C5",7.12602238399305
12,3,"487",0,0,1,0,0,1,1,0,3,"2C5","12C5",5.49541056979823
17,4,"487",0,0,1,0,0,1,1,0,3,"2C5","17C5",6.07337969831109
2,1,"487",0,0,0,1,0,1,1,0,3,"2C6","2C6",24.2293339407377
7,2,"487",0,0,0,1,0,1,1,0,3,"2C6","7C6",23.9526590367971
12,3,"487",0,0,0,1,0,1,1,0,3,"2C6","12C6",23.2597101599598
17,4,"487",0,0,0,1,0,1,1,0,3,"2C6","17C6",23.8144394436572
2,1,"487",0,0,0,0,0,1,1,1,3,"2C7","2C7",7.09573218600708
7,2,"487",0,0,0,0,0,1,1,1,3,"2C7","7C7",6.40174518393942
12,3,"487",0,0,0,0,0,1,1,1,3,"2C7","12C7",5.57115280670749
17,4,"487",0,0,0,0,0,1,1,1,3,"2C7","17C7",5.61293492478143
2,1,"487",1,1,0,1,1,0,0,0,4,"2C8","2C8",61.4820722804178
7,2,"487",1,1,0,1,1,0,0,0,4,"2C8","7C8",61.657979210236
12,3,"487",1,1,0,1,1,0,0,0,4,"2C8","12C8",60.9803466996045
17,4,"487",1,1,0,1,1,0,0,0,4,"2C8","17C8",62.2584249849852
2,1,"487",1,1,0,0,1,0,0,1,4,"2C9","2C9",62.521291655005
7,2,"487",1,1,0,0,1,0,0,1,4,"2C9","7C9",60.9530194914581
12,3,"487",1,1,0,0,1,0,0,1,4,"2C9","12C9",61.3527180854075
17,4,"487",1,1,0,0,1,0,0,1,4,"2C9","17C9",63.0332555842375
2,1,"487",1,0,1,1,0,0,0,1,4,"2D10","2D10",61.5916868821168
7,2,"487",1,0,1,1,0,0,0,1,4,"2D10","7D10",61.662326605795
12,3,"487",1,0,1,1,0,0,0,1,4,"2D10","12D10",61.9084531425259
17,4,"487",1,0,1,1,0,0,0,1,4,"2D10","17D10",62.5683898218865
2,1,"487",1,0,1,0,0,0,1,1,4,"2D11","2D11",40.327126507357
7,2,"487",1,0,1,0,0,0,1,1,4,"2D11","7D11",39.0800296227363
12,3,"487",1,0,1,0,0,0,1,1,4,"2D11","12D11",41.2430254021462
17,4,"487",1,0,1,0,0,0,1,1,4,"2D11","17D11",39.416476563078
2,1,"487",0,1,0,1,1,0,0,0,3,"2D2","2D2",61.7984615910148
7,2,"487",0,1,0,1,1,0,0,0,3,"2D2","7D2",60.6810238320365
12,3,"487",0,1,0,1,1,0,0,0,3,"2D2","12D2",60.4763605912235
17,4,"487",0,1,0,1,1,0,0,0,3,"2D2","17D2",61.3955953833665
2,1,"487",0,1,0,0,1,0,0,1,3,"2D3","2D3",61.5785001051771
7,2,"487",0,1,0,0,1,0,0,1,3,"2D3","7D3",60.6606492910419
12,3,"487",0,1,0,0,1,0,0,1,3,"2D3","12D3",60.3315178103466
17,4,"487",0,1,0,0,1,0,0,1,3,"2D3","17D3",61.1634577612244
2,1,"487",0,0,1,1,0,0,1,0,3,"2D4","2D4",8.17516130473068
7,2,"487",0,0,1,1,0,0,1,0,3,"2D4","7D4",6.97641731239538
12,3,"487",0,0,1,1,0,0,1,0,3,"2D4","12D4",6.95008301247129
17,4,"487",0,0,1,1,0,0,1,0,3,"2D4","17D4",5.9786566976087
2,1,"487",0,0,1,0,0,1,0,1,3,"2D5","2D5",60.6960709065297
7,2,"487",0,0,1,0,0,1,0,1,3,"2D5","7D5",60.7137920250483
12,3,"487",0,0,1,0,0,1,0,1,3,"2D5","12D5",60.3016680988268
17,4,"487",0,0,1,0,0,1,0,1,3,"2D5","17D5",61.0384309391246
2,1,"487",0,0,0,1,0,1,0,1,3,"2D6","2D6",62.188353299456
7,2,"487",0,0,0,1,0,1,0,1,3,"2D6","7D6",61.2042227712336
12,3,"487",0,0,0,1,0,1,0,1,3,"2D6","12D6",61.7970703294696
17,4,"487",0,0,0,1,0,1,0,1,3,"2D6","17D6",61.2136127882303
2,1,"487",1,1,1,1,0,0,0,0,4,"2D7","2D7",62.3986477181003
7,2,"487",1,1,1,1,0,0,0,0,4,"2D7","7D7",60.3988846589678
12,3,"487",1,1,1,1,0,0,0,0,4,"2D7","12D7",61.6724217727919
17,4,"487",1,1,1,1,0,0,0,0,4,"2D7","17D7",61.5128067499403
2,1,"487",1,1,0,1,0,1,0,0,4,"2D8","2D8",61.2897585393168
7,2,"487",1,1,0,1,0,1,0,0,4,"2D8","7D8",60.4935855381225
12,3,"487",1,1,0,1,0,1,0,0,4,"2D8","12D8",61.5547047238857
17,4,"487",1,1,0,1,0,1,0,0,4,"2D8","17D8",62.1621674718255
2,1,"487",1,1,0,0,0,1,1,0,4,"2D9","2D9",37.358706904403
7,2,"487",1,1,0,0,0,1,1,0,4,"2D9","7D9",36.412392929475
12,3,"487",1,1,0,0,0,1,1,0,4,"2D9","12D9",39.3319517166078
17,4,"487",1,1,0,0,0,1,1,0,4,"2D9","17D9",38.8293555229301
2,1,"487",1,0,1,0,1,1,0,0,4,"2E10","2E10",62.3367553962392
7,2,"487",1,0,1,0,1,1,0,0,4,"2E10","7E10",62.139663928557
12,3,"487",1,0,1,0,1,1,0,0,4,"2E10","12E10",62.1799768904951
17,4,"487",1,0,1,0,1,1,0,0,4,"2E10","17E10",62.4963070070022
2,1,"487",1,0,0,1,1,1,0,0,4,"2E11","2E11",62.9772331678655
7,2,"487",1,0,0,1,1,1,0,0,4,"2E11","7E11",62.7070302892551
12,3,"487",1,0,0,1,1,1,0,0,4,"2E11","12E11",62.62608946498
17,4,"487",1,0,0,1,1,1,0,0,4,"2E11","17E11",63.801786958406
2,1,"487",0,1,0,1,0,1,0,0,3,"2E2","2E2",62.2271652468861
7,2,"487",0,1,0,1,0,1,0,0,3,"2E2","7E2",61.9082733180297
12,3,"487",0,1,0,1,0,1,0,0,3,"2E2","12E2",61.1782001291953
17,4,"487",0,1,0,1,0,1,0,0,3,"2E2","17E2",61.8782153922514
2,1,"487",0,1,0,0,0,1,1,0,3,"2E3","2E3",29.5559898699959
7,2,"487",0,1,0,0,0,1,1,0,3,"2E3","7E3",30.4424284437386
12,3,"487",0,1,0,0,0,1,1,0,3,"2E3","12E3",28.4293961513439
17,4,"487",0,1,0,0,0,1,1,0,3,"2E3","17E3",27.8564271563688
2,1,"487",0,0,1,1,0,0,0,1,3,"2E4","2E4",62.4222219133452
7,2,"487",0,0,1,1,0,0,0,1,3,"2E4","7E4",62.2818345865278
12,3,"487",0,0,1,1,0,0,0,1,3,"2E4","12E4",61.047202816712
17,4,"487",0,0,1,1,0,0,0,1,3,"2E4","17E4",61.8843731402916
2,1,"487",0,0,1,0,0,0,1,1,3,"2E5","2E5",5.80732376041595
7,2,"487",0,0,1,0,0,0,1,1,3,"2E5","7E5",4.64830179186819
12,3,"487",0,0,1,0,0,0,1,1,3,"2E5","12E5",4.91344810169849
17,4,"487",0,0,1,0,0,0,1,1,3,"2E5","17E5",3.9220572125255
2,1,"487",0,0,0,1,0,0,1,1,3,"2E6","2E6",18.5873259101788
7,2,"487",0,0,0,1,0,0,1,1,3,"2E6","7E6",18.2285234529355
12,3,"487",0,0,0,1,0,0,1,1,3,"2E6","12E6",17.6369558592542
17,4,"487",0,0,0,1,0,0,1,1,3,"2E6","17E6",16.7545003290935
2,1,"487",1,1,1,0,1,0,0,0,4,"2E7","2E7",62.2245961021526
7,2,"487",1,1,1,0,1,0,0,0,4,"2E7","7E7",61.8995377838775
12,3,"487",1,1,1,0,1,0,0,0,4,"2E7","12E7",61.357265683794
17,4,"487",1,1,1,0,1,0,0,0,4,"2E7","17E7",62.4304957500206
