"Strain","Amoxicillin","Chlorothalonil","Diflufenican","Glyphosate","Imidacloprid","Metaldehyde","Oxytetracycline","Tebuconazole","r_min","r_max","r_mean","c_min","c_max","c_mean","i_min","mean_int","i_max","mean_response","Complexity","id","significant","null","response"
"100",0,0,1,1,0,0,0,0,46.9724152247184,48.5725426249261,47.7991590523835,43.7782294095084,49.6210236351498,46.7768492049913,0.865549384966419,0.983281088459635,1.11271466199305,1.02185503865196,2,"34",FALSE,1.04193885110742,"Additive"
"100",0,0,1,0,1,0,0,0,44.0942514123323,47.4056465278779,45.7217253084664,43.7782294095084,49.6210236351498,46.7768492049913,0.837000210555233,0.973078851027224,1.1225831277579,0.977443459436505,2,"35",FALSE,1.00815625192402,"Additive"
"100",0,0,1,0,0,1,0,0,48.1820051043779,48.7719470135106,48.5507089666211,43.7782294095084,49.6210236351498,46.7768492049913,0.88242093972116,0.997489426390392,1.12010907333936,1.03792174530303,2,"36",FALSE,1.04394568475012,"Additive"
"100",0,0,1,0,0,0,1,0,43.84963540562,46.6669299906555,44.8467898870057,43.7782294095084,49.6210236351498,46.7768492049913,0.857953743017814,0.989093557930609,1.13508951914509,0.958739005495486,2,"37",FALSE,0.973114429117386,"Additive"
"100",0,0,1,0,0,0,0,1,44.9084517255362,47.1751979515412,46.3803684483192,43.7782294095084,49.6210236351498,46.7768492049913,0.860196614348033,1.00716798449929,1.1938338518366,0.991523996091858,2,"38",FALSE,0.990299824240281,"Additive"
"100",0,0,0,1,1,0,0,0,43.9609388263739,47.038432330411,45.9636635591833,43.7782294095084,49.6210236351498,46.7768492049913,0.832059961203902,0.973463313833331,1.12534309906434,0.982615638726662,2,"45",FALSE,1.01447763998864,"Additive"
"100",0,0,0,1,0,1,0,0,46.70634065583,48.2328128272073,47.530863885,43.7782294095084,49.6210236351498,46.7768492049913,0.855696274317691,0.969734833054701,1.09152554002711,1.01611939865176,2,"46",FALSE,1.05049148137549,"Additive"
"100",0,0,0,1,0,0,1,0,43.3441840777227,47.4979321663953,45.138382246012,43.7782294095084,49.6210236351498,46.7768492049913,0.855005497431877,0.990315721734872,1.14340659613426,0.964972695108237,2,"47",FALSE,0.979216096320253,"Additive"
"100",0,0,0,1,0,0,0,1,45.0271646923243,48.7191675631984,47.3719570355817,43.7782294095084,49.6210236351498,46.7768492049913,0.864530594493159,1.02376144439008,1.22055286077147,1.01272227267772,2,"48",FALSE,0.99650924810429,"Additive"
"100",0,0,0,0,1,1,0,0,44.5870547381199,47.201667362717,45.7929638468141,43.7782294095084,49.6210236351498,46.7768492049913,0.841229424535484,0.968507382322633,1.11078938324506,0.978966403789501,2,"56",FALSE,1.01643158177278,"Additive"
"100",0,0,0,0,1,0,1,0,41.4497572859624,43.5330468638948,42.8858064449281,43.7782294095084,49.6210236351498,46.7768492049913,0.835514191731409,0.974267216065857,1.12724586606007,0.916816912079491,2,"57",FALSE,0.947467145927667,"Additive"
"100",0,0,0,0,1,0,0,1,44.1579876782163,47.4983538902763,46.3805544839358,43.7782294095084,49.6210236351498,46.7768492049913,0.864762473447891,1.03717158491323,1.24548891247798,0.991527973179237,2,"58",FALSE,0.964199604908362,"Additive"
"100",0,0,0,0,0,1,1,0,43.13021257007,47.329433678512,45.6509346449096,43.7782294095084,49.6210236351498,46.7768492049913,0.859435339090268,0.998220024956009,1.14498497032523,0.975930089794043,2,"67",FALSE,0.981102122360537,"Additive"
"100",0,0,0,0,0,1,0,1,44.485941290644,47.9831757662987,46.6545214315054,43.7782294095084,49.6210236351498,46.7768492049913,0.852979568788224,1.00716459868137,1.19837564881496,0.997384865044033,2,"68",FALSE,0.998428581741034,"Additive"
"100",0,0,0,0,0,0,1,1,43.2100333428645,45.7975526233358,44.4588667543032,43.7782294095084,49.6210236351498,46.7768492049913,0.874498082279211,1.03004529131157,1.2236953834562,0.950445947299059,2,"78",FALSE,0.930685641531212,"Additive"
"100",1,1,1,0,0,0,0,0,47.252578693079,49.8465614728569,48.3018669331743,43.7782294095084,49.6210236351498,46.7768492049913,0.825708409532425,0.961523025775107,1.11158730068849,1.0326019762789,3,"123",FALSE,1.07957793299134,"Additive"
"100",1,1,0,1,0,0,0,0,46.4801438394745,49.1686587991049,47.4835698121342,43.7782294095084,49.6210236351498,46.7768492049913,0.807221492098186,0.939816664888405,1.08398830201215,1.01510834139439,3,"124",FALSE,1.08634715259139,"Additive"
"100",1,1,0,0,1,0,0,0,43.0710526491837,47.0963551190972,45.1605773555814,43.7782294095084,49.6210236351498,46.7768492049913,0.772441690102474,0.924428183273157,1.09063270737398,0.965447184304209,3,"125",FALSE,1.05112471089914,"Additive"
"100",1,1,0,0,0,1,0,0,47.0827672373932,48.6093401211718,47.6215079734539,43.7782294095084,49.6210236351498,46.7768492049913,0.811450981829155,0.93882756942788,1.07739794641627,1.01805719672911,3,"126",FALSE,1.08843951915509,"Additive"
"100",1,1,0,0,0,0,1,0,43.830992720029,47.8328857313805,45.4941124290043,43.7782294095084,49.6210236351498,46.7768492049913,0.815830454864759,0.964383959510465,1.1338376544108,0.972577529316572,3,"127",FALSE,1.01458937642425,"Additive"
"100",1,1,0,0,0,0,0,1,44.5544497415128,49.5559331652876,47.5263998586327,43.7782294095084,49.6210236351498,46.7768492049913,0.814791015517539,0.991368372362955,1.20248961981063,1.01602396626495,3,"128",FALSE,1.03250722739801,"Additive"
"100",1,0,1,1,0,0,0,0,46.3572833631166,48.8041353900187,47.6713479915515,43.7782294095084,49.6210236351498,46.7768492049913,0.820583766753527,0.950541716010009,1.09859117757337,1.01912268144954,3,"134",FALSE,1.07875787707647,"Additive"
"100",1,0,1,0,1,0,0,0,44.4086345775599,46.6532644344929,45.4630213989217,43.7782294095084,49.6210236351498,46.7768492049913,0.794013758129194,0.937725341804499,1.09750662794029,0.971912862272702,3,"135",FALSE,1.04378150112266,"Additive"
"100",1,0,1,0,0,1,0,0,47.1746951270942,48.2358854129328,47.5629975343096,43.7782294095084,49.6210236351498,46.7768492049913,0.81981365021329,0.945958273396531,1.08350210530562,1.01680635491016,3,"136",FALSE,1.08083562626275,"Additive"
"100",1,0,1,0,0,0,1,0,42.6556860095693,46.6281786857462,44.9283505186996,43.7782294095084,49.6210236351498,46.7768492049913,0.805935344366447,0.959301678502372,1.12627220365813,0.960482616556943,3,"137",FALSE,1.00750140432082,"Additive"
"100",1,0,1,0,0,0,0,1,44.0821224067259,47.4557857078851,46.330637656826,43.7782294095084,49.6210236351498,46.7768492049913,0.809668302722122,0.975037995343504,1.17908288552684,0.990460846428329,3,"138",FALSE,1.02529408029196,"Additive"
"100",1,0,0,1,1,0,0,0,44.6622891678177,48.2529032581492,46.4501438305472,43.7782294095084,49.6210236351498,46.7768492049913,0.796467496125213,0.949782070770532,1.12219483433573,0.993015660952016,3,"145",FALSE,1.05032626827624,"Additive"
"100",1,0,0,1,0,1,0,0,48.0021839359589,50.3652850050881,49.0810212840252,43.7782294095084,49.6210236351498,46.7768492049913,0.836695434896212,0.969039530785847,1.1160029594946,1.04925881324191,3,"146",FALSE,1.08761273190946,"Additive"
