"Strain","PlateWell","Mean","SD","n","Amoxicillin","Chlorothalonil","Diflufenican","Glyphosate","Imidacloprid","Metaldehyde","Oxytetracycline","Tebuconazole","Complexity","Strain_nice"
"331","2E5",40.0916781256958,0.258271103827129,4,0,0,1,0,0,0,1,1,3,"IL 331"
"331","2E5",40.0916781256958,0.258271103827129,4,0,0,1,0,0,0,1,1,3,"IL 331"
"331","2E5",40.0916781256958,0.258271103827129,4,0,0,1,0,0,0,1,1,3,"IL 331"
"331","2E6",40.6226712849561,0.31454423810302,4,0,0,0,1,0,0,1,1,3,"IL 331"
"331","2E6",40.6226712849561,0.31454423810302,4,0,0,0,1,0,0,1,1,3,"IL 331"
"331","2E6",40.6226712849561,0.31454423810302,4,0,0,0,1,0,0,1,1,3,"IL 331"
"331","2E6",40.6226712849561,0.31454423810302,4,0,0,0,1,0,0,1,1,3,"IL 331"
"331","2E7",46.3421924574712,0.26145228706762,4,1,1,1,0,1,0,0,0,4,"IL 331"
"331","2E7",46.3421924574712,0.26145228706762,4,1,1,1,0,1,0,0,0,4,"IL 331"
"331","2E7",46.3421924574712,0.26145228706762,4,1,1,1,0,1,0,0,0,4,"IL 331"
"331","2E7",46.3421924574712,0.26145228706762,4,1,1,1,0,1,0,0,0,4,"IL 331"
"331","2E8",41.0123730566129,0.425661844199962,4,1,1,0,1,0,0,1,0,4,"IL 331"
"331","2E8",41.0123730566129,0.425661844199962,4,1,1,0,1,0,0,1,0,4,"IL 331"
"331","2E8",41.0123730566129,0.425661844199962,4,1,1,0,1,0,0,1,0,4,"IL 331"
"331","2E8",41.0123730566129,0.425661844199962,4,1,1,0,1,0,0,1,0,4,"IL 331"
"331","2E9",47.0008705085547,0.538192615566685,4,1,1,0,0,0,1,0,1,4,"IL 331"
"331","2E9",47.0008705085547,0.538192615566685,4,1,1,0,0,0,1,0,1,4,"IL 331"
"331","2E9",47.0008705085547,0.538192615566685,4,1,1,0,0,0,1,0,1,4,"IL 331"
"331","2E9",47.0008705085547,0.538192615566685,4,1,1,0,0,0,1,0,1,4,"IL 331"
"331","2F10",43.3660175003437,0.290106844909405,4,1,0,1,0,1,0,1,0,4,"IL 331"
"331","2F10",43.3660175003437,0.290106844909405,4,1,0,1,0,1,0,1,0,4,"IL 331"
"331","2F10",43.3660175003437,0.290106844909405,4,1,0,1,0,1,0,1,0,4,"IL 331"
"331","2F10",43.3660175003437,0.290106844909405,4,1,0,1,0,1,0,1,0,4,"IL 331"
"331","2F11",42.2817375095431,0.184120507225084,4,1,0,0,1,1,0,1,0,4,"IL 331"
"331","2F11",42.2817375095431,0.184120507225084,4,1,0,0,1,1,0,1,0,4,"IL 331"
"331","2F11",42.2817375095431,0.184120507225084,4,1,0,0,1,1,0,1,0,4,"IL 331"
"331","2F11",42.2817375095431,0.184120507225084,4,1,0,0,1,1,0,1,0,4,"IL 331"
"331","2F2",41.0365917480287,0.40628270954955,4,0,1,0,1,0,0,1,0,3,"IL 331"
"331","2F2",41.0365917480287,0.40628270954955,4,0,1,0,1,0,0,1,0,3,"IL 331"
"331","2F2",41.0365917480287,0.40628270954955,4,0,1,0,1,0,0,1,0,3,"IL 331"
"331","2F2",41.0365917480287,0.40628270954955,4,0,1,0,1,0,0,1,0,3,"IL 331"
"331","2F3",46.0096716505982,0.144883253690826,4,0,1,0,0,0,1,0,1,3,"IL 331"
"331","2F3",46.0096716505982,0.144883253690826,4,0,1,0,0,0,1,0,1,3,"IL 331"
"331","2F3",46.0096716505982,0.144883253690826,4,0,1,0,0,0,1,0,1,3,"IL 331"
"331","2F3",46.0096716505982,0.144883253690826,4,0,1,0,0,0,1,0,1,3,"IL 331"
"331","2F4",45.2791003377643,0.318567932734716,4,0,0,1,0,1,1,0,0,3,"IL 331"
"331","2F4",45.2791003377643,0.318567932734716,4,0,0,1,0,1,1,0,0,3,"IL 331"
"331","2F4",45.2791003377643,0.318567932734716,4,0,0,1,0,1,1,0,0,3,"IL 331"
"331","2F4",45.2791003377643,0.318567932734716,4,0,0,1,0,1,1,0,0,3,"IL 331"
"331","2F5",45.4899742741946,0.506013828946243,4,0,0,0,1,1,1,0,0,3,"IL 331"
"331","2F5",45.4899742741946,0.506013828946243,4,0,0,0,1,1,1,0,0,3,"IL 331"
"331","2F5",45.4899742741946,0.506013828946243,4,0,0,0,1,1,1,0,0,3,"IL 331"
"331","2F5",45.4899742741946,0.506013828946243,4,0,0,0,1,1,1,0,0,3,"IL 331"
"331","2F6",40.3596040920601,0.353360800974106,4,0,0,0,0,1,1,1,0,3,"IL 331"
"331","2F6",40.3596040920601,0.353360800974106,4,0,0,0,0,1,1,1,0,3,"IL 331"
"331","2F6",40.3596040920601,0.353360800974106,4,0,0,0,0,1,1,1,0,3,"IL 331"
"331","2F6",40.3596040920601,0.353360800974106,4,0,0,0,0,1,1,1,0,3,"IL 331"
"331","2F7",46.5376047036271,0.222156557263268,4,1,1,1,0,0,1,0,0,4,"IL 331"
"331","2F7",46.5376047036271,0.222156557263268,4,1,1,1,0,0,1,0,0,4,"IL 331"
"331","2F7",46.5376047036271,0.222156557263268,4,1,1,1,0,0,1,0,0,4,"IL 331"
"331","2F7",46.5376047036271,0.222156557263268,4,1,1,1,0,0,1,0,0,4,"IL 331"
"331","2F8",47.0364080003776,0.701048964212857,4,1,1,0,1,0,0,0,1,4,"IL 331"
"331","2F8",47.0364080003776,0.701048964212857,4,1,1,0,1,0,0,0,1,4,"IL 331"
"331","2F8",47.0364080003776,0.701048964212857,4,1,1,0,1,0,0,0,1,4,"IL 331"
"331","2F8",47.0364080003776,0.701048964212857,4,1,1,0,1,0,0,0,1,4,"IL 331"
"331","2F9",41.4106273793773,0.17884732007036,4,1,1,0,0,0,0,1,1,4,"IL 331"
"331","2F9",41.4106273793773,0.17884732007036,4,1,1,0,0,0,0,1,1,4,"IL 331"
"331","2F9",41.4106273793773,0.17884732007036,4,1,1,0,0,0,0,1,1,4,"IL 331"
"331","2F9",41.4106273793773,0.17884732007036,4,1,1,0,0,0,0,1,1,4,"IL 331"
"331","2G10",48.5928256896893,0.679114334859254,4,1,0,1,0,1,0,0,1,4,"IL 331"
"331","2G10",48.5928256896893,0.679114334859254,4,1,0,1,0,1,0,0,1,4,"IL 331"
"331","2G10",48.5928256896893,0.679114334859254,4,1,0,1,0,1,0,0,1,4,"IL 331"
"331","2G10",48.5928256896893,0.679114334859254,4,1,0,1,0,1,0,0,1,4,"IL 331"
"331","2G11",49.4612603194619,1.07122123176819,4,1,0,0,1,1,0,0,1,4,"IL 331"
"331","2G11",49.4612603194619,1.07122123176819,4,1,0,0,1,1,0,0,1,4,"IL 331"
"331","2G11",49.4612603194619,1.07122123176819,4,1,0,0,1,1,0,0,1,4,"IL 331"
"331","2G11",49.4612603194619,1.07122123176819,4,1,0,0,1,1,0,0,1,4,"IL 331"
"331","2G2",47.6317954485132,0.767269071354203,4,0,1,0,1,0,0,0,1,3,"IL 331"
"331","2G2",47.6317954485132,0.767269071354203,4,0,1,0,1,0,0,0,1,3,"IL 331"
"331","2G2",47.6317954485132,0.767269071354203,4,0,1,0,1,0,0,0,1,3,"IL 331"
"331","2G2",47.6317954485132,0.767269071354203,4,0,1,0,1,0,0,0,1,3,"IL 331"
"331","2G3",41.1382335545453,0.300523771160877,4,0,1,0,0,0,0,1,1,3,"IL 331"
"331","2G3",41.1382335545453,0.300523771160877,4,0,1,0,0,0,0,1,1,3,"IL 331"
"331","2G3",41.1382335545453,0.300523771160877,4,0,1,0,0,0,0,1,1,3,"IL 331"
"331","2G3",41.1382335545453,0.300523771160877,4,0,1,0,0,0,0,1,1,3,"IL 331"
"331","2G4",40.4107057868589,0.517128343793617,4,0,0,1,0,1,0,1,0,3,"IL 331"
"331","2G4",40.4107057868589,0.517128343793617,4,0,0,1,0,1,0,1,0,3,"IL 331"
"331","2G4",40.4107057868589,0.517128343793617,4,0,0,1,0,1,0,1,0,3,"IL 331"
"331","2G4",40.4107057868589,0.517128343793617,4,0,0,1,0,1,0,1,0,3,"IL 331"
"331","2G5",40.6801620194133,0.504959244772474,4,0,0,0,1,1,0,1,0,3,"IL 331"
"331","2G5",40.6801620194133,0.504959244772474,4,0,0,0,1,1,0,1,0,3,"IL 331"
"331","2G5",40.6801620194133,0.504959244772474,4,0,0,0,1,1,0,1,0,3,"IL 331"
"331","2G5",40.6801620194133,0.504959244772474,4,0,0,0,1,1,0,1,0,3,"IL 331"
"331","2G6",46.4548496365247,0.766493590943769,4,0,0,0,0,1,1,0,1,3,"IL 331"
"331","2G6",46.4548496365247,0.766493590943769,4,0,0,0,0,1,1,0,1,3,"IL 331"
"331","2G6",46.4548496365247,0.766493590943769,4,0,0,0,0,1,1,0,1,3,"IL 331"
"331","2G6",46.4548496365247,0.766493590943769,4,0,0,0,0,1,1,0,1,3,"IL 331"
"331","2G7",42.9998667971236,0.624852061080733,4,1,1,1,0,0,0,1,0,4,"IL 331"
"331","2G7",42.9998667971236,0.624852061080733,4,1,1,1,0,0,0,1,0,4,"IL 331"
"331","2G7",42.9998667971236,0.624852061080733,4,1,1,1,0,0,0,1,0,4,"IL 331"
"331","2G7",42.9998667971236,0.624852061080733,4,1,1,1,0,0,0,1,0,4,"IL 331"
"331","2G8",47.4368537412419,0.18280761687311,4,1,1,0,0,1,1,0,0,4,"IL 331"
"331","2G8",47.4368537412419,0.18280761687311,4,1,1,0,0,1,1,0,0,4,"IL 331"
"331","2G8",47.4368537412419,0.18280761687311,4,1,1,0,0,1,1,0,0,4,"IL 331"
"331","2G8",47.4368537412419,0.18280761687311,4,1,1,0,0,1,1,0,0,4,"IL 331"
"331","2G9",47.8300726207831,0.419820327921405,4,1,0,1,1,1,0,0,0,4,"IL 331"
"331","2G9",47.8300726207831,0.419820327921405,4,1,0,1,1,1,0,0,0,4,"IL 331"
"331","2G9",47.8300726207831,0.419820327921405,4,1,0,1,1,1,0,0,0,4,"IL 331"
"331","2G9",47.8300726207831,0.419820327921405,4,1,0,1,1,1,0,0,0,4,"IL 331"
"331","3B10",47.1955573932431,0.821770560003716,4,1,1,1,0,1,0,0,1,5,"IL 331"
"331","3B10",47.1955573932431,0.821770560003716,4,1,1,1,0,1,0,0,1,5,"IL 331"
"331","3B10",47.1955573932431,0.821770560003716,4,1,1,1,0,1,0,0,1,5,"IL 331"
"331","3B10",47.1955573932431,0.821770560003716,4,1,1,1,0,1,0,0,1,5,"IL 331"
"331","3B11",47.5021679539054,0.463059415940211,4,1,1,0,1,1,0,0,1,5,"IL 331"
"331","3B11",47.5021679539054,0.463059415940211,4,1,1,0,1,1,0,0,1,5,"IL 331"
"331","3B11",47.5021679539054,0.463059415940211,4,1,1,0,1,1,0,0,1,5,"IL 331"
"331","3B11",47.5021679539054,0.463059415940211,4,1,1,0,1,1,0,0,1,5,"IL 331"
"331","3B2",40.8034293140745,0.304759014133308,4,1,0,0,1,0,1,1,0,4,"IL 331"
"331","3B2",40.8034293140745,0.304759014133308,4,1,0,0,1,0,1,1,0,4,"IL 331"
"331","3B2",40.8034293140745,0.304759014133308,4,1,0,0,1,0,1,1,0,4,"IL 331"
"331","3B2",40.8034293140745,0.304759014133308,4,1,0,0,1,0,1,1,0,4,"IL 331"
"331","3B3",40.6864331194556,0.122194051679367,4,1,0,0,0,0,1,1,1,4,"IL 331"
"331","3B3",40.6864331194556,0.122194051679367,4,1,0,0,0,0,1,1,1,4,"IL 331"
"331","3B3",40.6864331194556,0.122194051679367,4,1,0,0,0,0,1,1,1,4,"IL 331"
"331","3B3",40.6864331194556,0.122194051679367,4,1,0,0,0,0,1,1,1,4,"IL 331"
"331","3B4",40.195847083584,0.179274581999565,4,0,1,1,0,1,0,1,0,4,"IL 331"
"331","3B4",40.195847083584,0.179274581999565,4,0,1,1,0,1,0,1,0,4,"IL 331"
"331","3B4",40.195847083584,0.179274581999565,4,0,1,1,0,1,0,1,0,4,"IL 331"
"331","3B4",40.195847083584,0.179274581999565,4,0,1,1,0,1,0,1,0,4,"IL 331"
"331","3B5",40.4259134008036,0.3788182528694,4,0,1,0,1,1,0,1,0,4,"IL 331"
"331","3B5",40.4259134008036,0.3788182528694,4,0,1,0,1,1,0,1,0,4,"IL 331"
"331","3B5",40.4259134008036,0.3788182528694,4,0,1,0,1,1,0,1,0,4,"IL 331"
"331","3B5",40.4259134008036,0.3788182528694,4,0,1,0,1,1,0,1,0,4,"IL 331"
"331","3B6",45.0213297799765,0.416497250425901,4,0,1,0,0,1,1,0,1,4,"IL 331"
"331","3B6",45.0213297799765,0.416497250425901,4,0,1,0,0,1,1,0,1,4,"IL 331"
"331","3B6",45.0213297799765,0.416497250425901,4,0,1,0,0,1,1,0,1,4,"IL 331"
"331","3B6",45.0213297799765,0.416497250425901,4,0,1,0,0,1,1,0,1,4,"IL 331"
"331","3B7",40.531920673486,0.21111353629462,4,0,0,1,1,0,1,1,0,4,"IL 331"
"331","3B7",40.531920673486,0.21111353629462,4,0,0,1,1,0,1,1,0,4,"IL 331"
"331","3B7",40.531920673486,0.21111353629462,4,0,0,1,1,0,1,1,0,4,"IL 331"
"331","3B7",40.531920673486,0.21111353629462,4,0,0,1,1,0,1,1,0,4,"IL 331"
"331","3B8",40.7520818270084,0.226782602512322,4,0,0,1,0,0,1,1,1,4,"IL 331"
"331","3B8",40.7520818270084,0.226782602512322,4,0,0,1,0,0,1,1,1,4,"IL 331"
"331","3B8",40.7520818270084,0.226782602512322,4,0,0,1,0,0,1,1,1,4,"IL 331"
"331","3B8",40.7520818270084,0.226782602512322,4,0,0,1,0,0,1,1,1,4,"IL 331"
"331","3B9",46.6762720587042,1.08430939755905,4,1,1,1,1,1,0,0,0,5,"IL 331"
"331","3B9",46.6762720587042,1.08430939755905,4,1,1,1,1,1,0,0,0,5,"IL 331"
"331","3B9",46.6762720587042,1.08430939755905,4,1,1,1,1,1,0,0,0,5,"IL 331"
"331","3B9",46.6762720587042,1.08430939755905,4,1,1,1,1,1,0,0,0,5,"IL 331"
"331","3C10",41.2768328322676,0.0985214250544362,4,1,1,1,0,0,1,1,0,5,"IL 331"
"331","3C10",41.2768328322676,0.0985214250544362,4,1,1,1,0,0,1,1,0,5,"IL 331"
"331","3C10",41.2768328322676,0.0985214250544362,4,1,1,1,0,0,1,1,0,5,"IL 331"
"331","3C10",41.2768328322676,0.0985214250544362,4,1,1,1,0,0,1,1,0,5,"IL 331"
"331","3C11",42.3434105295086,0.235709111050869,4,1,1,0,1,0,1,1,0,5,"IL 331"
"331","3C11",42.3434105295086,0.235709111050869,4,1,1,0,1,0,1,1,0,5,"IL 331"
"331","3C11",42.3434105295086,0.235709111050869,4,1,1,0,1,0,1,1,0,5,"IL 331"
"331","3C11",42.3434105295086,0.235709111050869,4,1,1,0,1,0,1,1,0,5,"IL 331"
"331","3C2",46.0685298724224,0.841809534630807,4,1,0,0,1,0,1,0,1,4,"IL 331"
"331","3C2",46.0685298724224,0.841809534630807,4,1,0,0,1,0,1,0,1,4,"IL 331"
"331","3C2",46.0685298724224,0.841809534630807,4,1,0,0,1,0,1,0,1,4,"IL 331"
"331","3C2",46.0685298724224,0.841809534630807,4,1,0,0,1,0,1,0,1,4,"IL 331"
"331","3C3",44.9696389595932,0.544450376066025,4,0,1,1,1,1,0,0,0,4,"IL 331"
"331","3C3",44.9696389595932,0.544450376066025,4,0,1,1,1,1,0,0,0,4,"IL 331"
"331","3C3",44.9696389595932,0.544450376066025,4,0,1,1,1,1,0,0,0,4,"IL 331"
"331","3C3",44.9696389595932,0.544450376066025,4,0,1,1,1,1,0,0,0,4,"IL 331"
"331","3C4",44.8851449086365,0.182167412447198,4,0,1,1,0,1,0,0,1,4,"IL 331"
"331","3C4",44.8851449086365,0.182167412447198,4,0,1,1,0,1,0,0,1,4,"IL 331"
"331","3C4",44.8851449086365,0.182167412447198,4,0,1,1,0,1,0,0,1,4,"IL 331"
"331","3C4",44.8851449086365,0.182167412447198,4,0,1,1,0,1,0,0,1,4,"IL 331"
"331","3C5",45.0339358129528,0.232512615121224,4,0,1,0,1,1,0,0,1,4,"IL 331"
"331","3C5",45.0339358129528,0.232512615121224,4,0,1,0,1,1,0,0,1,4,"IL 331"
"331","3C5",45.0339358129528,0.232512615121224,4,0,1,0,1,1,0,0,1,4,"IL 331"
"331","3C5",45.0339358129528,0.232512615121224,4,0,1,0,1,1,0,0,1,4,"IL 331"
"331","3C6",40.7255630020007,0.339888321685633,4,0,1,0,0,1,0,1,1,4,"IL 331"
"331","3C6",40.7255630020007,0.339888321685633,4,0,1,0,0,1,0,1,1,4,"IL 331"
"331","3C6",40.7255630020007,0.339888321685633,4,0,1,0,0,1,0,1,1,4,"IL 331"
"331","3C6",40.7255630020007,0.339888321685633,4,0,1,0,0,1,0,1,1,4,"IL 331"
"331","3C7",45.4747474794117,0.180781237046649,4,0,0,1,1,0,1,0,1,4,"IL 331"
"331","3C7",45.4747474794117,0.180781237046649,4,0,0,1,1,0,1,0,1,4,"IL 331"
"331","3C7",45.4747474794117,0.180781237046649,4,0,0,1,1,0,1,0,1,4,"IL 331"
"331","3C7",45.4747474794117,0.180781237046649,4,0,0,1,1,0,1,0,1,4,"IL 331"
"331","3C8",40.1421575712448,0.266289537683579,4,0,0,0,1,1,1,1,0,4,"IL 331"
"331","3C8",40.1421575712448,0.266289537683579,4,0,0,0,1,1,1,1,0,4,"IL 331"
"331","3C8",40.1421575712448,0.266289537683579,4,0,0,0,1,1,1,1,0,4,"IL 331"
"331","3C8",40.1421575712448,0.266289537683579,4,0,0,0,1,1,1,1,0,4,"IL 331"
"331","3C9",46.0816723775735,0.278968212702757,4,1,1,1,1,0,1,0,0,5,"IL 331"
"331","3C9",46.0816723775735,0.278968212702757,4,1,1,1,1,0,1,0,0,5,"IL 331"
"331","3C9",46.0816723775735,0.278968212702757,4,1,1,1,1,0,1,0,0,5,"IL 331"
"331","3C9",46.0816723775735,0.278968212702757,4,1,1,1,1,0,1,0,0,5,"IL 331"
"331","3D10",47.0019507492818,0.397350639236233,4,1,1,1,0,0,1,0,1,5,"IL 331"
"331","3D10",47.0019507492818,0.397350639236233,4,1,1,1,0,0,1,0,1,5,"IL 331"
"331","3D10",47.0019507492818,0.397350639236233,4,1,1,1,0,0,1,0,1,5,"IL 331"
"331","3D10",47.0019507492818,0.397350639236233,4,1,1,1,0,0,1,0,1,5,"IL 331"
"331","3D11",47.4330606194573,0.411940833757419,4,1,1,0,1,0,1,0,1,5,"IL 331"
"331","3D11",47.4330606194573,0.411940833757419,4,1,1,0,1,0,1,0,1,5,"IL 331"
"331","3D11",47.4330606194573,0.411940833757419,4,1,1,0,1,0,1,0,1,5,"IL 331"
"331","3D11",47.4330606194573,0.411940833757419,4,1,1,0,1,0,1,0,1,5,"IL 331"
"331","3D2",40.7047907324277,0.386553473064943,4,1,0,0,1,0,0,1,1,4,"IL 331"
"331","3D2",40.7047907324277,0.386553473064943,4,1,0,0,1,0,0,1,1,4,"IL 331"
"331","3D2",40.7047907324277,0.386553473064943,4,1,0,0,1,0,0,1,1,4,"IL 331"
"331","3D2",40.7047907324277,0.386553473064943,4,1,0,0,1,0,0,1,1,4,"IL 331"
"331","3D3",44.7557393949391,0.381022169595916,4,0,1,1,1,0,1,0,0,4,"IL 331"
"331","3D3",44.7557393949391,0.381022169595916,4,0,1,1,1,0,1,0,0,4,"IL 331"
"331","3D3",44.7557393949391,0.381022169595916,4,0,1,1,1,0,1,0,0,4,"IL 331"
"331","3D3",44.7557393949391,0.381022169595916,4,0,1,1,1,0,1,0,0,4,"IL 331"
"331","3D4",40.0253233742593,0.270395030171849,4,0,1,1,0,0,1,1,0,4,"IL 331"
"331","3D4",40.0253233742593,0.270395030171849,4,0,1,1,0,0,1,1,0,4,"IL 331"
"331","3D4",40.0253233742593,0.270395030171849,4,0,1,1,0,0,1,1,0,4,"IL 331"
"331","3D4",40.0253233742593,0.270395030171849,4,0,1,1,0,0,1,1,0,4,"IL 331"
"331","3D5",40.203380493807,0.465663937419273,4,0,1,0,1,0,1,1,0,4,"IL 331"
"331","3D5",40.203380493807,0.465663937419273,4,0,1,0,1,0,1,1,0,4,"IL 331"
"331","3D5",40.203380493807,0.465663937419273,4,0,1,0,1,0,1,1,0,4,"IL 331"
"331","3D5",40.203380493807,0.465663937419273,4,0,1,0,1,0,1,1,0,4,"IL 331"
"331","3D6",40.394610221071,0.490663688092038,4,0,1,0,0,0,1,1,1,4,"IL 331"
"331","3D6",40.394610221071,0.490663688092038,4,0,1,0,0,0,1,1,1,4,"IL 331"
"331","3D6",40.394610221071,0.490663688092038,4,0,1,0,0,0,1,1,1,4,"IL 331"
"331","3D6",40.394610221071,0.490663688092038,4,0,1,0,0,0,1,1,1,4,"IL 331"
"331","3D7",40.2532689736138,0.310213547309339,4,0,0,1,1,0,0,1,1,4,"IL 331"
"331","3D7",40.2532689736138,0.310213547309339,4,0,0,1,1,0,0,1,1,4,"IL 331"
"331","3D7",40.2532689736138,0.310213547309339,4,0,0,1,1,0,0,1,1,4,"IL 331"
"331","3D7",40.2532689736138,0.310213547309339,4,0,0,1,1,0,0,1,1,4,"IL 331"
"331","3D8",45.2897385567286,0.440646918450026,4,0,0,0,1,1,1,0,1,4,"IL 331"
"331","3D8",45.2897385567286,0.440646918450026,4,0,0,0,1,1,1,0,1,4,"IL 331"
"331","3D8",45.2897385567286,0.440646918450026,4,0,0,0,1,1,1,0,1,4,"IL 331"
"331","3D8",45.2897385567286,0.440646918450026,4,0,0,0,1,1,1,0,1,4,"IL 331"
"331","3D9",40.9011164292311,0.276505043520734,4,1,1,1,1,0,0,1,0,5,"IL 331"
"331","3D9",40.9011164292311,0.276505043520734,4,1,1,1,1,0,0,1,0,5,"IL 331"
"331","3D9",40.9011164292311,0.276505043520734,4,1,1,1,1,0,0,1,0,5,"IL 331"
"331","3D9",40.9011164292311,0.276505043520734,4,1,1,1,1,0,0,1,0,5,"IL 331"
"331","3E10",41.4850127422988,0.422048356668393,4,1,1,1,0,0,0,1,1,5,"IL 331"
"331","3E10",41.4850127422988,0.422048356668393,4,1,1,1,0,0,0,1,1,5,"IL 331"
"331","3E10",41.4850127422988,0.422048356668393,4,1,1,1,0,0,0,1,1,5,"IL 331"
"331","3E10",41.4850127422988,0.422048356668393,4,1,1,1,0,0,0,1,1,5,"IL 331"
"331","3E11",42.3307523708478,0.552638516567511,4,1,1,0,1,0,0,1,1,5,"IL 331"
"331","3E11",42.3307523708478,0.552638516567511,4,1,1,0,1,0,0,1,1,5,"IL 331"
"331","3E11",42.3307523708478,0.552638516567511,4,1,1,0,1,0,0,1,1,5,"IL 331"
"331","3E11",42.3307523708478,0.552638516567511,4,1,1,0,1,0,0,1,1,5,"IL 331"
"331","3E2",40.658078849011,0.256568263437267,4,1,0,0,0,1,1,1,0,4,"IL 331"
"331","3E2",40.658078849011,0.256568263437267,4,1,0,0,0,1,1,1,0,4,"IL 331"
"331","3E2",40.658078849011,0.256568263437267,4,1,0,0,0,1,1,1,0,4,"IL 331"
"331","3E2",40.658078849011,0.256568263437267,4,1,0,0,0,1,1,1,0,4,"IL 331"
"331","3E3",40.2588037548574,0.244403350146899,4,0,1,1,1,0,0,1,0,4,"IL 331"
"331","3E3",40.2588037548574,0.244403350146899,4,0,1,1,1,0,0,1,0,4,"IL 331"
"331","3E3",40.2588037548574,0.244403350146899,4,0,1,1,1,0,0,1,0,4,"IL 331"
"331","3E3",40.2588037548574,0.244403350146899,4,0,1,1,1,0,0,1,0,4,"IL 331"
"331","3E4",45.2506525326448,0.206639441559221,4,0,1,1,0,0,1,0,1,4,"IL 331"
"331","3E4",45.2506525326448,0.206639441559221,4,0,1,1,0,0,1,0,1,4,"IL 331"
"331","3E4",45.2506525326448,0.206639441559221,4,0,1,1,0,0,1,0,1,4,"IL 331"
"331","3E4",45.2506525326448,0.206639441559221,4,0,1,1,0,0,1,0,1,4,"IL 331"
"331","3E5",45.4681054722004,0.415590893619325,4,0,1,0,1,0,1,0,1,4,"IL 331"
"331","3E5",45.4681054722004,0.415590893619325,4,0,1,0,1,0,1,0,1,4,"IL 331"
"331","3E5",45.4681054722004,0.415590893619325,4,0,1,0,1,0,1,0,1,4,"IL 331"
"331","3E5",45.4681054722004,0.415590893619325,4,0,1,0,1,0,1,0,1,4,"IL 331"
"331","3E6",45.1453006118191,0.121381220502848,4,0,0,1,1,1,1,0,0,4,"IL 331"
"331","3E6",45.1453006118191,0.121381220502848,4,0,0,1,1,1,1,0,0,4,"IL 331"
"331","3E6",45.1453006118191,0.121381220502848,4,0,0,1,1,1,1,0,0,4,"IL 331"
"331","3E6",45.1453006118191,0.121381220502848,4,0,0,1,1,1,1,0,0,4,"IL 331"
"331","3E7",40.1662457131966,0.174840456212486,4,0,0,1,0,1,1,1,0,4,"IL 331"
"331","3E7",40.1662457131966,0.174840456212486,4,0,0,1,0,1,1,1,0,4,"IL 331"
"331","3E7",40.1662457131966,0.174840456212486,4,0,0,1,0,1,1,1,0,4,"IL 331"
"331","3E7",40.1662457131966,0.174840456212486,4,0,0,1,0,1,1,1,0,4,"IL 331"
"331","3E8",40.2578347282307,0.263217857356813,4,0,0,0,1,1,0,1,1,4,"IL 331"
"331","3E8",40.2578347282307,0.263217857356813,4,0,0,0,1,1,0,1,1,4,"IL 331"
"331","3E8",40.2578347282307,0.263217857356813,4,0,0,0,1,1,0,1,1,4,"IL 331"
"331","3E8",40.2578347282307,0.263217857356813,4,0,0,0,1,1,0,1,1,4,"IL 331"
"331","3E9",46.5958661047744,0.370484714256849,4,1,1,1,1,0,0,0,1,5,"IL 331"
"331","3E9",46.5958661047744,0.370484714256849,4,1,1,1,1,0,0,0,1,5,"IL 331"
"331","3E9",46.5958661047744,0.370484714256849,4,1,1,1,1,0,0,0,1,5,"IL 331"
"331","3E9",46.5958661047744,0.370484714256849,4,1,1,1,1,0,0,0,1,5,"IL 331"
"331","3F10",47.0716203298432,0.221834535628178,4,1,1,0,1,1,1,0,0,5,"IL 331"
"331","3F10",47.0716203298432,0.221834535628178,4,1,1,0,1,1,1,0,0,5,"IL 331"
"331","3F10",47.0716203298432,0.221834535628178,4,1,1,0,1,1,1,0,0,5,"IL 331"
"331","3F10",47.0716203298432,0.221834535628178,4,1,1,0,1,1,1,0,0,5,"IL 331"
"331","3F11",42.3058180969639,0.424913321973525,4,1,1,0,0,1,1,1,0,5,"IL 331"
"331","3F11",42.3058180969639,0.424913321973525,4,1,1,0,0,1,1,1,0,5,"IL 331"
"331","3F11",42.3058180969639,0.424913321973525,4,1,1,0,0,1,1,1,0,5,"IL 331"
"331","3F11",42.3058180969639,0.424913321973525,4,1,1,0,0,1,1,1,0,5,"IL 331"
"331","3F2",46.4673067085319,1.16457226141238,4,1,0,0,0,1,1,0,1,4,"IL 331"
"331","3F2",46.4673067085319,1.16457226141238,4,1,0,0,0,1,1,0,1,4,"IL 331"
"331","3F2",46.4673067085319,1.16457226141238,4,1,0,0,0,1,1,0,1,4,"IL 331"
"331","3F2",46.4673067085319,1.16457226141238,4,1,0,0,0,1,1,0,1,4,"IL 331"
"331","3F3",45.3013946942356,0.475898701705287,4,0,1,1,1,0,0,0,1,4,"IL 331"
"331","3F3",45.3013946942356,0.475898701705287,4,0,1,1,1,0,0,0,1,4,"IL 331"
"331","3F3",45.3013946942356,0.475898701705287,4,0,1,1,1,0,0,0,1,4,"IL 331"
"331","3F3",45.3013946942356,0.475898701705287,4,0,1,1,1,0,0,0,1,4,"IL 331"
"331","3F4",40.1010250182927,0.354313088407947,4,0,1,1,0,0,0,1,1,4,"IL 331"
"331","3F4",40.1010250182927,0.354313088407947,4,0,1,1,0,0,0,1,1,4,"IL 331"
"331","3F4",40.1010250182927,0.354313088407947,4,0,1,1,0,0,0,1,1,4,"IL 331"
