"Strain","PlateWell","Mean","SD","n","Amoxicillin","Chlorothalonil","Diflufenican","Glyphosate","Imidacloprid","Metaldehyde","Oxytetracycline","Tebuconazole","Complexity","Strain_nice"
"mixture","3F8",39.1239111194031,0.247438398252036,4,0,0,0,1,0,1,1,1,4,"IL Mixture"
"mixture","3F8",39.1239111194031,0.247438398252036,4,0,0,0,1,0,1,1,1,4,"IL Mixture"
"mixture","3F9",70.8689400106767,0.368547436730662,4,1,1,1,0,1,1,0,0,5,"IL Mixture"
"mixture","3F9",70.8689400106767,0.368547436730662,4,1,1,1,0,1,1,0,0,5,"IL Mixture"
"mixture","3F9",70.8689400106767,0.368547436730662,4,1,1,1,0,1,1,0,0,5,"IL Mixture"
"mixture","3F9",70.8689400106767,0.368547436730662,4,1,1,1,0,1,1,0,0,5,"IL Mixture"
"mixture","3G10",41.5471591405972,0.94813897111147,4,1,1,0,1,1,0,1,0,5,"IL Mixture"
"mixture","3G10",41.5471591405972,0.94813897111147,4,1,1,0,1,1,0,1,0,5,"IL Mixture"
"mixture","3G10",41.5471591405972,0.94813897111147,4,1,1,0,1,1,0,1,0,5,"IL Mixture"
"mixture","3G10",41.5471591405972,0.94813897111147,4,1,1,0,1,1,0,1,0,5,"IL Mixture"
"mixture","3G11",73.3509879618769,0.277894586450186,4,1,1,0,0,1,1,0,1,5,"IL Mixture"
"mixture","3G11",73.3509879618769,0.277894586450186,4,1,1,0,0,1,1,0,1,5,"IL Mixture"
"mixture","3G11",73.3509879618769,0.277894586450186,4,1,1,0,0,1,1,0,1,5,"IL Mixture"
"mixture","3G11",73.3509879618769,0.277894586450186,4,1,1,0,0,1,1,0,1,5,"IL Mixture"
"mixture","3G2",40.6199240232662,0.777956873954511,4,1,0,0,0,1,0,1,1,4,"IL Mixture"
"mixture","3G2",40.6199240232662,0.777956873954511,4,1,0,0,0,1,0,1,1,4,"IL Mixture"
"mixture","3G2",40.6199240232662,0.777956873954511,4,1,0,0,0,1,0,1,1,4,"IL Mixture"
"mixture","3G2",40.6199240232662,0.777956873954511,4,1,0,0,0,1,0,1,1,4,"IL Mixture"
"mixture","3G3",70.574268145826,0.537382455721756,4,0,1,1,0,1,1,0,0,4,"IL Mixture"
"mixture","3G3",70.574268145826,0.537382455721756,4,0,1,1,0,1,1,0,0,4,"IL Mixture"
"mixture","3G3",70.574268145826,0.537382455721756,4,0,1,1,0,1,1,0,0,4,"IL Mixture"
"mixture","3G3",70.574268145826,0.537382455721756,4,0,1,1,0,1,1,0,0,4,"IL Mixture"
"mixture","3G4",70.3088578399857,0.339881608308767,4,0,1,0,1,1,1,0,0,4,"IL Mixture"
"mixture","3G4",70.3088578399857,0.339881608308767,4,0,1,0,1,1,1,0,0,4,"IL Mixture"
"mixture","3G4",70.3088578399857,0.339881608308767,4,0,1,0,1,1,1,0,0,4,"IL Mixture"
"mixture","3G4",70.3088578399857,0.339881608308767,4,0,1,0,1,1,1,0,0,4,"IL Mixture"
"mixture","3G5",40.4737053948325,1.27303503903493,4,0,1,0,0,1,1,1,0,4,"IL Mixture"
"mixture","3G5",40.4737053948325,1.27303503903493,4,0,1,0,0,1,1,1,0,4,"IL Mixture"
"mixture","3G5",40.4737053948325,1.27303503903493,4,0,1,0,0,1,1,1,0,4,"IL Mixture"
"mixture","3G5",40.4737053948325,1.27303503903493,4,0,1,0,0,1,1,1,0,4,"IL Mixture"
"mixture","3G6",71.2198698123613,0.491694145701885,4,0,0,1,1,1,0,0,1,4,"IL Mixture"
"mixture","3G6",71.2198698123613,0.491694145701885,4,0,0,1,1,1,0,0,1,4,"IL Mixture"
"mixture","3G6",71.2198698123613,0.491694145701885,4,0,0,1,1,1,0,0,1,4,"IL Mixture"
"mixture","3G6",71.2198698123613,0.491694145701885,4,0,0,1,1,1,0,0,1,4,"IL Mixture"
"mixture","3G7",40.4914956344541,0.864139185745455,4,0,0,1,0,1,0,1,1,4,"IL Mixture"
"mixture","3G7",40.4914956344541,0.864139185745455,4,0,0,1,0,1,0,1,1,4,"IL Mixture"
"mixture","3G7",40.4914956344541,0.864139185745455,4,0,0,1,0,1,0,1,1,4,"IL Mixture"
"mixture","3G7",40.4914956344541,0.864139185745455,4,0,0,1,0,1,0,1,1,4,"IL Mixture"
"mixture","3G8",40.9189546185029,0.472262137921212,4,0,0,0,0,1,1,1,1,4,"IL Mixture"
"mixture","3G8",40.9189546185029,0.472262137921212,4,0,0,0,0,1,1,1,1,4,"IL Mixture"
"mixture","3G8",40.9189546185029,0.472262137921212,4,0,0,0,0,1,1,1,1,4,"IL Mixture"
"mixture","3G8",40.9189546185029,0.472262137921212,4,0,0,0,0,1,1,1,1,4,"IL Mixture"
"mixture","3G9",41.1538483525573,0.827378972677063,4,1,1,1,0,1,0,1,0,5,"IL Mixture"
"mixture","3G9",41.1538483525573,0.827378972677063,4,1,1,1,0,1,0,1,0,5,"IL Mixture"
"mixture","3G9",41.1538483525573,0.827378972677063,4,1,1,1,0,1,0,1,0,5,"IL Mixture"
"mixture","3G9",41.1538483525573,0.827378972677063,4,1,1,1,0,1,0,1,0,5,"IL Mixture"
"mixture","4B10",38.4983137511447,0.404115567383599,4,1,1,0,1,1,1,1,0,6,"IL Mixture"
"mixture","4B10",38.4983137511447,0.404115567383599,4,1,1,0,1,1,1,1,0,6,"IL Mixture"
"mixture","4B10",38.4983137511447,0.404115567383599,4,1,1,0,1,1,1,1,0,6,"IL Mixture"
"mixture","4B10",38.4983137511447,0.404115567383599,4,1,1,0,1,1,1,1,0,6,"IL Mixture"
"mixture","4B11",71.3962109567828,0.535572570750087,4,1,0,1,1,1,1,0,1,6,"IL Mixture"
"mixture","4B11",71.3962109567828,0.535572570750087,4,1,0,1,1,1,1,0,1,6,"IL Mixture"
"mixture","4B11",71.3962109567828,0.535572570750087,4,1,0,1,1,1,1,0,1,6,"IL Mixture"
"mixture","4B11",71.3962109567828,0.535572570750087,4,1,0,1,1,1,1,0,1,6,"IL Mixture"
"mixture","4B2",38.2404320200606,0.513327426305963,4,1,1,0,0,1,0,1,1,5,"IL Mixture"
"mixture","4B2",38.2404320200606,0.513327426305963,4,1,1,0,0,1,0,1,1,5,"IL Mixture"
"mixture","4B2",38.2404320200606,0.513327426305963,4,1,1,0,0,1,0,1,1,5,"IL Mixture"
"mixture","4B2",38.2404320200606,0.513327426305963,4,1,1,0,0,1,0,1,1,5,"IL Mixture"
"mixture","4B3",69.3751744657656,0.186779800900624,4,1,0,1,1,0,1,0,1,5,"IL Mixture"
"mixture","4B3",69.3751744657656,0.186779800900624,4,1,0,1,1,0,1,0,1,5,"IL Mixture"
"mixture","4B3",69.3751744657656,0.186779800900624,4,1,0,1,1,0,1,0,1,5,"IL Mixture"
"mixture","4B3",69.3751744657656,0.186779800900624,4,1,0,1,1,0,1,0,1,5,"IL Mixture"
"mixture","4B4",36.5620565429297,0.384156803644206,4,1,0,0,1,1,1,1,0,5,"IL Mixture"
"mixture","4B4",36.5620565429297,0.384156803644206,4,1,0,0,1,1,1,1,0,5,"IL Mixture"
"mixture","4B4",36.5620565429297,0.384156803644206,4,1,0,0,1,1,1,1,0,5,"IL Mixture"
"mixture","4B4",36.5620565429297,0.384156803644206,4,1,0,0,1,1,1,1,0,5,"IL Mixture"
"mixture","4B5",36.5035231755526,0.131084678553591,4,0,1,1,1,1,0,1,0,5,"IL Mixture"
"mixture","4B5",36.5035231755526,0.131084678553591,4,0,1,1,1,1,0,1,0,5,"IL Mixture"
"mixture","4B5",36.5035231755526,0.131084678553591,4,0,1,1,1,1,0,1,0,5,"IL Mixture"
"mixture","4B5",36.5035231755526,0.131084678553591,4,0,1,1,1,1,0,1,0,5,"IL Mixture"
"mixture","4B6",70.1354919490386,0.459714200378105,4,0,1,1,0,1,1,0,1,5,"IL Mixture"
"mixture","4B6",70.1354919490386,0.459714200378105,4,0,1,1,0,1,1,0,1,5,"IL Mixture"
"mixture","4B6",70.1354919490386,0.459714200378105,4,0,1,1,0,1,1,0,1,5,"IL Mixture"
"mixture","4B6",70.1354919490386,0.459714200378105,4,0,1,1,0,1,1,0,1,5,"IL Mixture"
"mixture","4B7",39.2994206707136,0.471407513721145,4,0,1,0,1,0,1,1,1,5,"IL Mixture"
"mixture","4B7",39.2994206707136,0.471407513721145,4,0,1,0,1,0,1,1,1,5,"IL Mixture"
"mixture","4B7",39.2994206707136,0.471407513721145,4,0,1,0,1,0,1,1,1,5,"IL Mixture"
"mixture","4B7",39.2994206707136,0.471407513721145,4,0,1,0,1,0,1,1,1,5,"IL Mixture"
"mixture","4B8",38.9122611136383,0.535013094048018,4,0,0,1,0,1,1,1,1,5,"IL Mixture"
"mixture","4B8",38.9122611136383,0.535013094048018,4,0,0,1,0,1,1,1,1,5,"IL Mixture"
"mixture","4B8",38.9122611136383,0.535013094048018,4,0,0,1,0,1,1,1,1,5,"IL Mixture"
"mixture","4B8",38.9122611136383,0.535013094048018,4,0,0,1,0,1,1,1,1,5,"IL Mixture"
"mixture","4B9",71.0111329670999,0.36665847005951,4,1,1,1,1,0,1,0,1,6,"IL Mixture"
"mixture","4B9",71.0111329670999,0.36665847005951,4,1,1,1,1,0,1,0,1,6,"IL Mixture"
"mixture","4B9",71.0111329670999,0.36665847005951,4,1,1,1,1,0,1,0,1,6,"IL Mixture"
"mixture","4B9",71.0111329670999,0.36665847005951,4,1,1,1,1,0,1,0,1,6,"IL Mixture"
"mixture","4C10",71.4008611937084,0.157711450738349,4,1,1,0,1,1,1,0,1,6,"IL Mixture"
"mixture","4C10",71.4008611937084,0.157711450738349,4,1,1,0,1,1,1,0,1,6,"IL Mixture"
"mixture","4C10",71.4008611937084,0.157711450738349,4,1,1,0,1,1,1,0,1,6,"IL Mixture"
"mixture","4C10",71.4008611937084,0.157711450738349,4,1,1,0,1,1,1,0,1,6,"IL Mixture"
"mixture","4C11",39.7118644148724,0.628397234285119,4,1,0,1,1,1,0,1,1,6,"IL Mixture"
"mixture","4C11",39.7118644148724,0.628397234285119,4,1,0,1,1,1,0,1,1,6,"IL Mixture"
"mixture","4C11",39.7118644148724,0.628397234285119,4,1,0,1,1,1,0,1,1,6,"IL Mixture"
"mixture","4C11",39.7118644148724,0.628397234285119,4,1,0,1,1,1,0,1,1,6,"IL Mixture"
"mixture","4C2",36.7603241644289,0.264555397434119,4,1,1,0,0,0,1,1,1,5,"IL Mixture"
"mixture","4C2",36.7603241644289,0.264555397434119,4,1,1,0,0,0,1,1,1,5,"IL Mixture"
"mixture","4C2",36.7603241644289,0.264555397434119,4,1,1,0,0,0,1,1,1,5,"IL Mixture"
"mixture","4C2",36.7603241644289,0.264555397434119,4,1,1,0,0,0,1,1,1,5,"IL Mixture"
"mixture","4C3",35.2285877701576,0.766902186624116,4,1,0,1,1,0,0,1,1,5,"IL Mixture"
"mixture","4C3",35.2285877701576,0.766902186624116,4,1,0,1,1,0,0,1,1,5,"IL Mixture"
"mixture","4C3",35.2285877701576,0.766902186624116,4,1,0,1,1,0,0,1,1,5,"IL Mixture"
"mixture","4C3",35.2285877701576,0.766902186624116,4,1,0,1,1,0,0,1,1,5,"IL Mixture"
"mixture","4C4",69.6249160114384,0.770206259115128,4,1,0,0,1,1,1,0,1,5,"IL Mixture"
"mixture","4C4",69.6249160114384,0.770206259115128,4,1,0,0,1,1,1,0,1,5,"IL Mixture"
"mixture","4C4",69.6249160114384,0.770206259115128,4,1,0,0,1,1,1,0,1,5,"IL Mixture"
"mixture","4C4",69.6249160114384,0.770206259115128,4,1,0,0,1,1,1,0,1,5,"IL Mixture"
"mixture","4C5",69.6180750436007,0.411405931428385,4,0,1,1,1,1,0,0,1,5,"IL Mixture"
"mixture","4C5",69.6180750436007,0.411405931428385,4,0,1,1,1,1,0,0,1,5,"IL Mixture"
"mixture","4C5",69.6180750436007,0.411405931428385,4,0,1,1,1,1,0,0,1,5,"IL Mixture"
"mixture","4C5",69.6180750436007,0.411405931428385,4,0,1,1,1,1,0,0,1,5,"IL Mixture"
"mixture","4C6",38.0654939809807,0.396599361583797,4,0,1,1,0,1,0,1,1,5,"IL Mixture"
"mixture","4C6",38.0654939809807,0.396599361583797,4,0,1,1,0,1,0,1,1,5,"IL Mixture"
"mixture","4C6",38.0654939809807,0.396599361583797,4,0,1,1,0,1,0,1,1,5,"IL Mixture"
"mixture","4C6",38.0654939809807,0.396599361583797,4,0,1,1,0,1,0,1,1,5,"IL Mixture"
"mixture","4C7",37.5638535560437,0.485338928714179,4,0,1,0,0,1,1,1,1,5,"IL Mixture"
"mixture","4C7",37.5638535560437,0.485338928714179,4,0,1,0,0,1,1,1,1,5,"IL Mixture"
"mixture","4C7",37.5638535560437,0.485338928714179,4,0,1,0,0,1,1,1,1,5,"IL Mixture"
"mixture","4C7",37.5638535560437,0.485338928714179,4,0,1,0,0,1,1,1,1,5,"IL Mixture"
"mixture","4C8",38.5352432512427,0.458193591818306,4,0,0,0,1,1,1,1,1,5,"IL Mixture"
"mixture","4C8",38.5352432512427,0.458193591818306,4,0,0,0,1,1,1,1,1,5,"IL Mixture"
"mixture","4C8",38.5352432512427,0.458193591818306,4,0,0,0,1,1,1,1,1,5,"IL Mixture"
"mixture","4C8",38.5352432512427,0.458193591818306,4,0,0,0,1,1,1,1,1,5,"IL Mixture"
"mixture","4C9",38.8080062266328,0.556619104341257,4,1,1,1,1,0,0,1,1,6,"IL Mixture"
"mixture","4C9",38.8080062266328,0.556619104341257,4,1,1,1,1,0,0,1,1,6,"IL Mixture"
"mixture","4C9",38.8080062266328,0.556619104341257,4,1,1,1,1,0,0,1,1,6,"IL Mixture"
"mixture","4C9",38.8080062266328,0.556619104341257,4,1,1,1,1,0,0,1,1,6,"IL Mixture"
"mixture","4D10",39.525550031224,0.578066969427639,4,1,1,0,1,1,0,1,1,6,"IL Mixture"
"mixture","4D10",39.525550031224,0.578066969427639,4,1,1,0,1,1,0,1,1,6,"IL Mixture"
"mixture","4D10",39.525550031224,0.578066969427639,4,1,1,0,1,1,0,1,1,6,"IL Mixture"
"mixture","4D10",39.525550031224,0.578066969427639,4,1,1,0,1,1,0,1,1,6,"IL Mixture"
"mixture","4D11",39.5709036125835,0.509887274146462,4,1,0,1,1,0,1,1,1,6,"IL Mixture"
"mixture","4D11",39.5709036125835,0.509887274146462,4,1,0,1,1,0,1,1,1,6,"IL Mixture"
"mixture","4D11",39.5709036125835,0.509887274146462,4,1,0,1,1,0,1,1,1,6,"IL Mixture"
"mixture","4D11",39.5709036125835,0.509887274146462,4,1,0,1,1,0,1,1,1,6,"IL Mixture"
"mixture","4D2",69.603003552194,0.647972146613919,4,1,0,1,1,1,1,0,0,5,"IL Mixture"
"mixture","4D2",69.603003552194,0.647972146613919,4,1,0,1,1,1,1,0,0,5,"IL Mixture"
"mixture","4D2",69.603003552194,0.647972146613919,4,1,0,1,1,1,1,0,0,5,"IL Mixture"
"mixture","4D2",69.603003552194,0.647972146613919,4,1,0,1,1,1,1,0,0,5,"IL Mixture"
"mixture","4D3",34.6100032657885,0.528418800797066,4,1,0,1,0,1,1,1,0,5,"IL Mixture"
"mixture","4D3",34.6100032657885,0.528418800797066,4,1,0,1,0,1,1,1,0,5,"IL Mixture"
"mixture","4D3",34.6100032657885,0.528418800797066,4,1,0,1,0,1,1,1,0,5,"IL Mixture"
"mixture","4D3",34.6100032657885,0.528418800797066,4,1,0,1,0,1,1,1,0,5,"IL Mixture"
"mixture","4D4",37.7372562591774,0.757020197211175,4,1,0,0,1,1,0,1,1,5,"IL Mixture"
"mixture","4D4",37.7372562591774,0.757020197211175,4,1,0,0,1,1,0,1,1,5,"IL Mixture"
"mixture","4D4",37.7372562591774,0.757020197211175,4,1,0,0,1,1,0,1,1,5,"IL Mixture"
"mixture","4D4",37.7372562591774,0.757020197211175,4,1,0,0,1,1,0,1,1,5,"IL Mixture"
"mixture","4D5",35.9564963123811,0.28890409080508,4,0,1,1,1,0,1,1,0,5,"IL Mixture"
"mixture","4D5",35.9564963123811,0.28890409080508,4,0,1,1,1,0,1,1,0,5,"IL Mixture"
"mixture","4D5",35.9564963123811,0.28890409080508,4,0,1,1,1,0,1,1,0,5,"IL Mixture"
"mixture","4D5",35.9564963123811,0.28890409080508,4,0,1,1,1,0,1,1,0,5,"IL Mixture"
"mixture","4D6",37.5395480533035,0.386495321867671,4,0,1,1,0,0,1,1,1,5,"IL Mixture"
"mixture","4D6",37.5395480533035,0.386495321867671,4,0,1,1,0,0,1,1,1,5,"IL Mixture"
"mixture","4D6",37.5395480533035,0.386495321867671,4,0,1,1,0,0,1,1,1,5,"IL Mixture"
"mixture","4D6",37.5395480533035,0.386495321867671,4,0,1,1,0,0,1,1,1,5,"IL Mixture"
"mixture","4D7",68.7432543495772,0.303303891222028,4,0,0,1,1,1,1,1,0,5,"IL Mixture"
"mixture","4D7",68.7432543495772,0.303303891222028,4,0,0,1,1,1,1,1,0,5,"IL Mixture"
"mixture","4D7",68.7432543495772,0.303303891222028,4,0,0,1,1,1,1,1,0,5,"IL Mixture"
"mixture","4D7",68.7432543495772,0.303303891222028,4,0,0,1,1,1,1,1,0,5,"IL Mixture"
"mixture","4D8",69.2073878313238,0.666944115500925,4,1,1,1,1,1,1,0,0,6,"IL Mixture"
"mixture","4D8",69.2073878313238,0.666944115500925,4,1,1,1,1,1,1,0,0,6,"IL Mixture"
"mixture","4D8",69.2073878313238,0.666944115500925,4,1,1,1,1,1,1,0,0,6,"IL Mixture"
"mixture","4D8",69.2073878313238,0.666944115500925,4,1,1,1,1,1,1,0,0,6,"IL Mixture"
"mixture","4D9",37.1590807929301,0.933735696482436,4,1,1,1,0,1,1,1,0,6,"IL Mixture"
"mixture","4D9",37.1590807929301,0.933735696482436,4,1,1,1,0,1,1,1,0,6,"IL Mixture"
"mixture","4D9",37.1590807929301,0.933735696482436,4,1,1,1,0,1,1,1,0,6,"IL Mixture"
"mixture","4D9",37.1590807929301,0.933735696482436,4,1,1,1,0,1,1,1,0,6,"IL Mixture"
"mixture","4E10",39.56601555678,0.460303812189724,4,1,1,0,1,0,1,1,1,6,"IL Mixture"
"mixture","4E10",39.56601555678,0.460303812189724,4,1,1,0,1,0,1,1,1,6,"IL Mixture"
"mixture","4E10",39.56601555678,0.460303812189724,4,1,1,0,1,0,1,1,1,6,"IL Mixture"
"mixture","4E10",39.56601555678,0.460303812189724,4,1,1,0,1,0,1,1,1,6,"IL Mixture"
"mixture","4E11",40.0651148483888,0.586024856592447,4,1,0,1,0,1,1,1,1,6,"IL Mixture"
"mixture","4E11",40.0651148483888,0.586024856592447,4,1,0,1,0,1,1,1,1,6,"IL Mixture"
"mixture","4E11",40.0651148483888,0.586024856592447,4,1,0,1,0,1,1,1,1,6,"IL Mixture"
"mixture","4E11",40.0651148483888,0.586024856592447,4,1,0,1,0,1,1,1,1,6,"IL Mixture"
"mixture","4E2",36.3547083253273,0.270922769939065,4,1,0,1,1,1,0,1,0,5,"IL Mixture"
"mixture","4E2",36.3547083253273,0.270922769939065,4,1,0,1,1,1,0,1,0,5,"IL Mixture"
"mixture","4E2",36.3547083253273,0.270922769939065,4,1,0,1,1,1,0,1,0,5,"IL Mixture"
"mixture","4E2",36.3547083253273,0.270922769939065,4,1,0,1,1,1,0,1,0,5,"IL Mixture"
"mixture","4E3",69.6024848194768,0.447698221558595,4,1,0,1,0,1,1,0,1,5,"IL Mixture"
"mixture","4E3",69.6024848194768,0.447698221558595,4,1,0,1,0,1,1,0,1,5,"IL Mixture"
"mixture","4E3",69.6024848194768,0.447698221558595,4,1,0,1,0,1,1,0,1,5,"IL Mixture"
"mixture","4E3",69.6024848194768,0.447698221558595,4,1,0,1,0,1,1,0,1,5,"IL Mixture"
"mixture","4E4",37.6726182819044,0.68415705718411,4,1,0,0,1,0,1,1,1,5,"IL Mixture"
"mixture","4E4",37.6726182819044,0.68415705718411,4,1,0,0,1,0,1,1,1,5,"IL Mixture"
"mixture","4E4",37.6726182819044,0.68415705718411,4,1,0,0,1,0,1,1,1,5,"IL Mixture"
"mixture","4E4",37.6726182819044,0.68415705718411,4,1,0,0,1,0,1,1,1,5,"IL Mixture"
"mixture","4E5",70.4099039560342,0.397709490689671,4,0,1,1,1,0,1,0,1,5,"IL Mixture"
"mixture","4E5",70.4099039560342,0.397709490689671,4,0,1,1,1,0,1,0,1,5,"IL Mixture"
"mixture","4E5",70.4099039560342,0.397709490689671,4,0,1,1,1,0,1,0,1,5,"IL Mixture"
"mixture","4E5",70.4099039560342,0.397709490689671,4,0,1,1,1,0,1,0,1,5,"IL Mixture"
"mixture","4E6",36.4321771591948,0.46527523846992,4,0,1,0,1,1,1,1,0,5,"IL Mixture"
"mixture","4E6",36.4321771591948,0.46527523846992,4,0,1,0,1,1,1,1,0,5,"IL Mixture"
"mixture","4E6",36.4321771591948,0.46527523846992,4,0,1,0,1,1,1,1,0,5,"IL Mixture"
"mixture","4E6",36.4321771591948,0.46527523846992,4,0,1,0,1,1,1,1,0,5,"IL Mixture"
"mixture","4E7",71.3334456828306,0.170794317087419,4,0,0,1,1,1,1,0,1,5,"IL Mixture"
"mixture","4E7",71.3334456828306,0.170794317087419,4,0,0,1,1,1,1,0,1,5,"IL Mixture"
"mixture","4E7",71.3334456828306,0.170794317087419,4,0,0,1,1,1,1,0,1,5,"IL Mixture"
"mixture","4E7",71.3334456828306,0.170794317087419,4,0,0,1,1,1,1,0,1,5,"IL Mixture"
"mixture","4E8",37.0296244362066,0.420276538788699,4,1,1,1,1,1,0,1,0,6,"IL Mixture"
"mixture","4E8",37.0296244362066,0.420276538788699,4,1,1,1,1,1,0,1,0,6,"IL Mixture"
"mixture","4E8",37.0296244362066,0.420276538788699,4,1,1,1,1,1,0,1,0,6,"IL Mixture"
"mixture","4E8",37.0296244362066,0.420276538788699,4,1,1,1,1,1,0,1,0,6,"IL Mixture"
"mixture","4E9",71.5136162025817,0.327947107751983,4,1,1,1,0,1,1,0,1,6,"IL Mixture"
"mixture","4E9",71.5136162025817,0.327947107751983,4,1,1,1,0,1,1,0,1,6,"IL Mixture"
"mixture","4E9",71.5136162025817,0.327947107751983,4,1,1,1,0,1,1,0,1,6,"IL Mixture"
"mixture","4E9",71.5136162025817,0.327947107751983,4,1,1,1,0,1,1,0,1,6,"IL Mixture"
"mixture","4F10",40.2577343241403,0.631785904134891,4,1,1,0,0,1,1,1,1,6,"IL Mixture"
"mixture","4F10",40.2577343241403,0.631785904134891,4,1,1,0,0,1,1,1,1,6,"IL Mixture"
"mixture","4F10",40.2577343241403,0.631785904134891,4,1,1,0,0,1,1,1,1,6,"IL Mixture"
"mixture","4F10",40.2577343241403,0.631785904134891,4,1,1,0,0,1,1,1,1,6,"IL Mixture"
"mixture","4F11",40.8794940986016,0.725431599229963,4,1,0,0,1,1,1,1,1,6,"IL Mixture"
"mixture","4F11",40.8794940986016,0.725431599229963,4,1,0,0,1,1,1,1,1,6,"IL Mixture"
"mixture","4F11",40.8794940986016,0.725431599229963,4,1,0,0,1,1,1,1,1,6,"IL Mixture"
"mixture","4F11",40.8794940986016,0.725431599229963,4,1,0,0,1,1,1,1,1,6,"IL Mixture"
"mixture","4F2",70.9307042126768,0.308542266603971,4,1,0,1,1,1,0,0,1,5,"IL Mixture"
"mixture","4F2",70.9307042126768,0.308542266603971,4,1,0,1,1,1,0,0,1,5,"IL Mixture"
"mixture","4F2",70.9307042126768,0.308542266603971,4,1,0,1,1,1,0,0,1,5,"IL Mixture"
"mixture","4F2",70.9307042126768,0.308542266603971,4,1,0,1,1,1,0,0,1,5,"IL Mixture"
"mixture","4F3",39.6006468403983,0.997275914852506,4,1,0,1,0,1,0,1,1,5,"IL Mixture"
"mixture","4F3",39.6006468403983,0.997275914852506,4,1,0,1,0,1,0,1,1,5,"IL Mixture"
"mixture","4F3",39.6006468403983,0.997275914852506,4,1,0,1,0,1,0,1,1,5,"IL Mixture"
"mixture","4F3",39.6006468403983,0.997275914852506,4,1,0,1,0,1,0,1,1,5,"IL Mixture"
"mixture","4F4",38.9358709482853,0.675184403105585,4,1,0,0,0,1,1,1,1,5,"IL Mixture"
"mixture","4F4",38.9358709482853,0.675184403105585,4,1,0,0,0,1,1,1,1,5,"IL Mixture"
"mixture","4F4",38.9358709482853,0.675184403105585,4,1,0,0,0,1,1,1,1,5,"IL Mixture"
"mixture","4F4",38.9358709482853,0.675184403105585,4,1,0,0,0,1,1,1,1,5,"IL Mixture"
"mixture","4F5",37.9731503906835,0.511536680536945,4,0,1,1,1,0,0,1,1,5,"IL Mixture"
"mixture","4F5",37.9731503906835,0.511536680536945,4,0,1,1,1,0,0,1,1,5,"IL Mixture"
"mixture","4F5",37.9731503906835,0.511536680536945,4,0,1,1,1,0,0,1,1,5,"IL Mixture"
"mixture","4F5",37.9731503906835,0.511536680536945,4,0,1,1,1,0,0,1,1,5,"IL Mixture"
"mixture","4F6",70.750069487428,0.426730847331239,4,0,1,0,1,1,1,0,1,5,"IL Mixture"
"mixture","4F6",70.750069487428,0.426730847331239,4,0,1,0,1,1,1,0,1,5,"IL Mixture"
"mixture","4F6",70.750069487428,0.426730847331239,4,0,1,0,1,1,1,0,1,5,"IL Mixture"
"mixture","4F6",70.750069487428,0.426730847331239,4,0,1,0,1,1,1,0,1,5,"IL Mixture"
"mixture","4F7",38.3550456156084,0.811512719450137,4,0,0,1,1,1,0,1,1,5,"IL Mixture"
"mixture","4F7",38.3550456156084,0.811512719450137,4,0,0,1,1,1,0,1,1,5,"IL Mixture"
"mixture","4F7",38.3550456156084,0.811512719450137,4,0,0,1,1,1,0,1,1,5,"IL Mixture"
"mixture","4F7",38.3550456156084,0.811512719450137,4,0,0,1,1,1,0,1,1,5,"IL Mixture"
"mixture","4F8",71.2301770643842,1.16223065218834,4,1,1,1,1,1,0,0,1,6,"IL Mixture"
"mixture","4F8",71.2301770643842,1.16223065218834,4,1,1,1,1,1,0,0,1,6,"IL Mixture"
"mixture","4F8",71.2301770643842,1.16223065218834,4,1,1,1,1,1,0,0,1,6,"IL Mixture"
"mixture","4F8",71.2301770643842,1.16223065218834,4,1,1,1,1,1,0,0,1,6,"IL Mixture"
"mixture","4F9",40.1499693965309,1.20468376753721,4,1,1,1,0,1,0,1,1,6,"IL Mixture"
"mixture","4F9",40.1499693965309,1.20468376753721,4,1,1,1,0,1,0,1,1,6,"IL Mixture"
"mixture","4F9",40.1499693965309,1.20468376753721,4,1,1,1,0,1,0,1,1,6,"IL Mixture"
"mixture","4F9",40.1499693965309,1.20468376753721,4,1,1,1,0,1,0,1,1,6,"IL Mixture"
"mixture","4G10",40.9192230258279,1.13233533621611,4,1,0,1,1,1,1,1,0,6,"IL Mixture"
"mixture","4G10",40.9192230258279,1.13233533621611,4,1,0,1,1,1,1,1,0,6,"IL Mixture"
"mixture","4G10",40.9192230258279,1.13233533621611,4,1,0,1,1,1,1,1,0,6,"IL Mixture"
"mixture","4G10",40.9192230258279,1.13233533621611,4,1,0,1,1,1,1,1,0,6,"IL Mixture"
"mixture","4G11",40.9670718848428,0.985161049915616,4,0,1,1,1,1,1,1,0,6,"IL Mixture"
"mixture","4G11",40.9670718848428,0.985161049915616,4,0,1,1,1,1,1,1,0,6,"IL Mixture"
"mixture","4G11",40.9670718848428,0.985161049915616,4,0,1,1,1,1,1,1,0,6,"IL Mixture"
"mixture","4G11",40.9670718848428,0.985161049915616,4,0,1,1,1,1,1,1,0,6,"IL Mixture"
"mixture","4G2",37.6210115632483,0.305507001915604,4,1,0,1,1,0,1,1,0,5,"IL Mixture"
"mixture","4G2",37.6210115632483,0.305507001915604,4,1,0,1,1,0,1,1,0,5,"IL Mixture"
"mixture","4G2",37.6210115632483,0.305507001915604,4,1,0,1,1,0,1,1,0,5,"IL Mixture"
